dyad,spk,cond,sess,sent,file_path,file_name,lang,sex
d0304,3,solo,555,16,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_16_mono.wav,d0304_3_solo555_16_mono.wav,IT,F
d0304,3,solo,555,17,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_17_mono.wav,d0304_3_solo555_17_mono.wav,IT,F
d0304,3,solo,555,18,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_18_mono.wav,d0304_3_solo555_18_mono.wav,IT,F
d0304,3,solo,555,19,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_19_mono.wav,d0304_3_solo555_19_mono.wav,IT,F
d0304,3,solo,555,20,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_20_mono.wav,d0304_3_solo555_20_mono.wav,IT,F
d0304,3,solo,555,21,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_21_mono.wav,d0304_3_solo555_21_mono.wav,IT,F
d0304,3,solo,555,22,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_22_mono.wav,d0304_3_solo555_22_mono.wav,IT,F
d0304,3,solo,555,23,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_23_mono.wav,d0304_3_solo555_23_mono.wav,IT,F
d0304,3,solo,555,24,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_24_mono.wav,d0304_3_solo555_24_mono.wav,IT,F
d0304,3,solo,555,25,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_25_mono.wav,d0304_3_solo555_25_mono.wav,IT,F
d0304,3,solo,555,26,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_26_mono.wav,d0304_3_solo555_26_mono.wav,IT,F
d0304,3,solo,555,27,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_27_mono.wav,d0304_3_solo555_27_mono.wav,IT,F
d0304,3,solo,555,28,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_28_mono.wav,d0304_3_solo555_28_mono.wav,IT,F
d0304,3,solo,555,29,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_29_mono.wav,d0304_3_solo555_29_mono.wav,IT,F
d0304,3,solo,555,30,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_30_mono.wav,d0304_3_solo555_30_mono.wav,IT,F
d0304,3,solo,555,31,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_31_mono.wav,d0304_3_solo555_31_mono.wav,IT,F
d0304,3,solo,555,32,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_32_mono.wav,d0304_3_solo555_32_mono.wav,IT,F
d0304,3,solo,555,33,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_33_mono.wav,d0304_3_solo555_33_mono.wav,IT,F
d0304,3,solo,555,34,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_34_mono.wav,d0304_3_solo555_34_mono.wav,IT,F
d0304,3,solo,555,35,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_35_mono.wav,d0304_3_solo555_35_mono.wav,IT,F
d0304,3,solo,555,36,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_36_mono.wav,d0304_3_solo555_36_mono.wav,IT,F
d0304,3,solo,555,37,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_37_mono.wav,d0304_3_solo555_37_mono.wav,IT,F
d0304,3,solo,555,38,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_38_mono.wav,d0304_3_solo555_38_mono.wav,IT,F
d0304,3,solo,555,39,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_39_mono.wav,d0304_3_solo555_39_mono.wav,IT,F
d0304,3,solo,555,40,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_40_mono.wav,d0304_3_solo555_40_mono.wav,IT,F
d0304,3,solo,555,41,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_41_mono.wav,d0304_3_solo555_41_mono.wav,IT,F
d0304,3,solo,555,42,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_42_mono.wav,d0304_3_solo555_42_mono.wav,IT,F
d0304,3,solo,555,43,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_43_mono.wav,d0304_3_solo555_43_mono.wav,IT,F
d0304,3,solo,555,44,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_44_mono.wav,d0304_3_solo555_44_mono.wav,IT,F
d0304,3,solo,555,45,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_45_mono.wav,d0304_3_solo555_45_mono.wav,IT,F
d0304,3,solo,555,46,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_46_mono.wav,d0304_3_solo555_46_mono.wav,IT,F
d0304,3,solo,555,47,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_47_mono.wav,d0304_3_solo555_47_mono.wav,IT,F
d0304,3,solo,555,48,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_48_mono.wav,d0304_3_solo555_48_mono.wav,IT,F
d0304,3,solo,555,49,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_49_mono.wav,d0304_3_solo555_49_mono.wav,IT,F
d0304,3,solo,555,50,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_50_mono.wav,d0304_3_solo555_50_mono.wav,IT,F
d0304,3,solo,555,51,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_51_mono.wav,d0304_3_solo555_51_mono.wav,IT,F
d0304,3,solo,555,52,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_52_mono.wav,d0304_3_solo555_52_mono.wav,IT,F
d0304,3,solo,555,53,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_53_mono.wav,d0304_3_solo555_53_mono.wav,IT,F
d0304,3,solo,555,54,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_54_mono.wav,d0304_3_solo555_54_mono.wav,IT,F
d0304,3,solo,555,55,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_55_mono.wav,d0304_3_solo555_55_mono.wav,IT,F
d0304,3,solo,555,56,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_56_mono.wav,d0304_3_solo555_56_mono.wav,IT,F
d0304,3,solo,555,57,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_57_mono.wav,d0304_3_solo555_57_mono.wav,IT,F
d0304,3,solo,555,58,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_58_mono.wav,d0304_3_solo555_58_mono.wav,IT,F
d0304,3,solo,555,59,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_59_mono.wav,d0304_3_solo555_59_mono.wav,IT,F
d0304,3,solo,555,60,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_60_mono.wav,d0304_3_solo555_60_mono.wav,IT,F
d0304,3,solo,555,61,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_61_mono.wav,d0304_3_solo555_61_mono.wav,IT,F
d0304,3,solo,555,62,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_62_mono.wav,d0304_3_solo555_62_mono.wav,IT,F
d0304,3,solo,555,63,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_63_mono.wav,d0304_3_solo555_63_mono.wav,IT,F
d0304,3,solo,555,64,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_64_mono.wav,d0304_3_solo555_64_mono.wav,IT,F
d0304,3,solo,555,65,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_65_mono.wav,d0304_3_solo555_65_mono.wav,IT,F
d0304,3,solo,555,66,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_66_mono.wav,d0304_3_solo555_66_mono.wav,IT,F
d0304,3,solo,555,67,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_67_mono.wav,d0304_3_solo555_67_mono.wav,IT,F
d0304,3,solo,555,68,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_68_mono.wav,d0304_3_solo555_68_mono.wav,IT,F
d0304,3,solo,555,69,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_69_mono.wav,d0304_3_solo555_69_mono.wav,IT,F
d0304,3,solo,555,70,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_70_mono.wav,d0304_3_solo555_70_mono.wav,IT,F
d0304,3,solo,555,71,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_71_mono.wav,d0304_3_solo555_71_mono.wav,IT,F
d0304,3,solo,555,72,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_72_mono.wav,d0304_3_solo555_72_mono.wav,IT,F
d0304,3,solo,555,73,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_73_mono.wav,d0304_3_solo555_73_mono.wav,IT,F
d0304,3,solo,555,74,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_74_mono.wav,d0304_3_solo555_74_mono.wav,IT,F
d0304,3,solo,555,75,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_75_mono.wav,d0304_3_solo555_75_mono.wav,IT,F
d0304,3,solo,555,76,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_76_mono.wav,d0304_3_solo555_76_mono.wav,IT,F
d0304,3,solo,555,77,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_77_mono.wav,d0304_3_solo555_77_mono.wav,IT,F
d0304,3,solo,555,78,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_78_mono.wav,d0304_3_solo555_78_mono.wav,IT,F
d0304,3,solo,555,79,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_79_mono.wav,d0304_3_solo555_79_mono.wav,IT,F
d0304,3,solo,555,80,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_solo555_80_mono.wav,d0304_3_solo555_80_mono.wav,IT,F
d0304,3,main,75,1,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_1_mono.wav,d0304_3_main75_1_mono.wav,IT,F
d0304,3,main,75,3,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_3_mono.wav,d0304_3_main75_3_mono.wav,IT,F
d0304,3,main,75,5,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_5_mono.wav,d0304_3_main75_5_mono.wav,IT,F
d0304,3,main,75,7,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_7_mono.wav,d0304_3_main75_7_mono.wav,IT,F
d0304,3,main,75,9,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_9_mono.wav,d0304_3_main75_9_mono.wav,IT,F
d0304,3,main,75,11,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_11_mono.wav,d0304_3_main75_11_mono.wav,IT,F
d0304,3,main,75,13,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_13_mono.wav,d0304_3_main75_13_mono.wav,IT,F
d0304,3,main,75,15,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_15_mono.wav,d0304_3_main75_15_mono.wav,IT,F
d0304,3,main,75,17,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_17_mono.wav,d0304_3_main75_17_mono.wav,IT,F
d0304,3,main,75,19,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_19_mono.wav,d0304_3_main75_19_mono.wav,IT,F
d0304,3,main,75,21,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_21_mono.wav,d0304_3_main75_21_mono.wav,IT,F
d0304,3,main,75,23,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_23_mono.wav,d0304_3_main75_23_mono.wav,IT,F
d0304,3,main,75,25,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_25_mono.wav,d0304_3_main75_25_mono.wav,IT,F
d0304,3,main,75,27,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_27_mono.wav,d0304_3_main75_27_mono.wav,IT,F
d0304,3,main,75,29,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_29_mono.wav,d0304_3_main75_29_mono.wav,IT,F
d0304,3,main,75,31,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_31_mono.wav,d0304_3_main75_31_mono.wav,IT,F
d0304,3,main,75,33,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_33_mono.wav,d0304_3_main75_33_mono.wav,IT,F
d0304,3,main,75,35,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_35_mono.wav,d0304_3_main75_35_mono.wav,IT,F
d0304,3,main,75,37,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_37_mono.wav,d0304_3_main75_37_mono.wav,IT,F
d0304,3,main,75,39,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_39_mono.wav,d0304_3_main75_39_mono.wav,IT,F
d0304,3,main,75,41,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_41_mono.wav,d0304_3_main75_41_mono.wav,IT,F
d0304,3,main,75,43,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_43_mono.wav,d0304_3_main75_43_mono.wav,IT,F
d0304,3,main,75,45,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_45_mono.wav,d0304_3_main75_45_mono.wav,IT,F
d0304,3,main,75,47,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_47_mono.wav,d0304_3_main75_47_mono.wav,IT,F
d0304,3,main,75,49,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_49_mono.wav,d0304_3_main75_49_mono.wav,IT,F
d0304,3,main,75,51,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_51_mono.wav,d0304_3_main75_51_mono.wav,IT,F
d0304,3,main,75,53,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_53_mono.wav,d0304_3_main75_53_mono.wav,IT,F
d0304,3,main,75,55,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_55_mono.wav,d0304_3_main75_55_mono.wav,IT,F
d0304,3,main,75,57,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_57_mono.wav,d0304_3_main75_57_mono.wav,IT,F
d0304,3,main,75,59,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_59_mono.wav,d0304_3_main75_59_mono.wav,IT,F
d0304,3,main,75,61,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_61_mono.wav,d0304_3_main75_61_mono.wav,IT,F
d0304,3,main,75,63,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_63_mono.wav,d0304_3_main75_63_mono.wav,IT,F
d0304,3,main,75,65,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_65_mono.wav,d0304_3_main75_65_mono.wav,IT,F
d0304,3,main,75,67,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_67_mono.wav,d0304_3_main75_67_mono.wav,IT,F
d0304,3,main,75,69,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_69_mono.wav,d0304_3_main75_69_mono.wav,IT,F
d0304,3,main,75,71,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_71_mono.wav,d0304_3_main75_71_mono.wav,IT,F
d0304,3,main,75,73,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_73_mono.wav,d0304_3_main75_73_mono.wav,IT,F
d0304,3,main,75,75,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_75_mono.wav,d0304_3_main75_75_mono.wav,IT,F
d0304,3,main,75,77,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_77_mono.wav,d0304_3_main75_77_mono.wav,IT,F
d0304,3,main,75,79,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_3_main75_79_mono.wav,d0304_3_main75_79_mono.wav,IT,F
d0304,4,main,0,2,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_2_mono.wav,d0304_4_main0_2_mono.wav,IT,F
d0304,4,main,0,4,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_4_mono.wav,d0304_4_main0_4_mono.wav,IT,F
d0304,4,main,0,6,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_6_mono.wav,d0304_4_main0_6_mono.wav,IT,F
d0304,4,main,0,8,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_8_mono.wav,d0304_4_main0_8_mono.wav,IT,F
d0304,4,main,0,10,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_10_mono.wav,d0304_4_main0_10_mono.wav,IT,F
d0304,4,main,0,12,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_12_mono.wav,d0304_4_main0_12_mono.wav,IT,F
d0304,4,main,0,14,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_14_mono.wav,d0304_4_main0_14_mono.wav,IT,F
d0304,4,main,0,16,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_16_mono.wav,d0304_4_main0_16_mono.wav,IT,F
d0304,4,main,0,18,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_18_mono.wav,d0304_4_main0_18_mono.wav,IT,F
d0304,4,main,0,20,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_20_mono.wav,d0304_4_main0_20_mono.wav,IT,F
d0304,4,main,0,22,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_22_mono.wav,d0304_4_main0_22_mono.wav,IT,F
d0304,4,main,0,24,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_24_mono.wav,d0304_4_main0_24_mono.wav,IT,F
d0304,4,main,0,26,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_26_mono.wav,d0304_4_main0_26_mono.wav,IT,F
d0304,4,main,0,28,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_28_mono.wav,d0304_4_main0_28_mono.wav,IT,F
d0304,4,main,0,30,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_30_mono.wav,d0304_4_main0_30_mono.wav,IT,F
d0304,4,main,0,32,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_32_mono.wav,d0304_4_main0_32_mono.wav,IT,F
d0304,4,main,0,34,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_34_mono.wav,d0304_4_main0_34_mono.wav,IT,F
d0304,4,main,0,36,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_36_mono.wav,d0304_4_main0_36_mono.wav,IT,F
d0304,4,main,0,38,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_38_mono.wav,d0304_4_main0_38_mono.wav,IT,F
d0304,4,main,0,40,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_40_mono.wav,d0304_4_main0_40_mono.wav,IT,F
d0304,4,main,0,42,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_42_mono.wav,d0304_4_main0_42_mono.wav,IT,F
d0304,4,main,0,44,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_44_mono.wav,d0304_4_main0_44_mono.wav,IT,F
d0304,4,main,0,46,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_46_mono.wav,d0304_4_main0_46_mono.wav,IT,F
d0304,4,main,0,48,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_48_mono.wav,d0304_4_main0_48_mono.wav,IT,F
d0304,4,main,0,50,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_50_mono.wav,d0304_4_main0_50_mono.wav,IT,F
d0304,4,main,0,52,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_52_mono.wav,d0304_4_main0_52_mono.wav,IT,F
d0304,4,main,0,54,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_54_mono.wav,d0304_4_main0_54_mono.wav,IT,F
d0304,4,main,0,56,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_56_mono.wav,d0304_4_main0_56_mono.wav,IT,F
d0304,4,main,0,58,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_58_mono.wav,d0304_4_main0_58_mono.wav,IT,F
d0304,4,main,0,60,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_60_mono.wav,d0304_4_main0_60_mono.wav,IT,F
d0304,4,main,0,62,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_62_mono.wav,d0304_4_main0_62_mono.wav,IT,F
d0304,4,main,0,64,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_64_mono.wav,d0304_4_main0_64_mono.wav,IT,F
d0304,4,main,0,66,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_66_mono.wav,d0304_4_main0_66_mono.wav,IT,F
d0304,4,main,0,68,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_68_mono.wav,d0304_4_main0_68_mono.wav,IT,F
d0304,4,main,0,70,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_70_mono.wav,d0304_4_main0_70_mono.wav,IT,F
d0304,4,main,0,72,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_72_mono.wav,d0304_4_main0_72_mono.wav,IT,F
d0304,4,main,0,74,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_74_mono.wav,d0304_4_main0_74_mono.wav,IT,F
d0304,4,main,0,76,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_76_mono.wav,d0304_4_main0_76_mono.wav,IT,F
d0304,4,main,0,78,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_78_mono.wav,d0304_4_main0_78_mono.wav,IT,F
d0304,4,main,0,80,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main0_80_mono.wav,d0304_4_main0_80_mono.wav,IT,F
d0304,4,main,25,1,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_1_mono.wav,d0304_4_main25_1_mono.wav,IT,F
d0304,4,main,25,3,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_3_mono.wav,d0304_4_main25_3_mono.wav,IT,F
d0304,4,main,25,5,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_5_mono.wav,d0304_4_main25_5_mono.wav,IT,F
d0304,4,main,25,7,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_7_mono.wav,d0304_4_main25_7_mono.wav,IT,F
d0304,4,main,25,9,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_9_mono.wav,d0304_4_main25_9_mono.wav,IT,F
d0304,4,main,25,11,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_11_mono.wav,d0304_4_main25_11_mono.wav,IT,F
d0304,4,main,25,13,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_13_mono.wav,d0304_4_main25_13_mono.wav,IT,F
d0304,4,main,25,15,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_15_mono.wav,d0304_4_main25_15_mono.wav,IT,F
d0304,4,main,25,17,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_17_mono.wav,d0304_4_main25_17_mono.wav,IT,F
d0304,4,main,25,19,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_19_mono.wav,d0304_4_main25_19_mono.wav,IT,F
d0304,4,main,25,21,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_21_mono.wav,d0304_4_main25_21_mono.wav,IT,F
d0304,4,main,25,23,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_23_mono.wav,d0304_4_main25_23_mono.wav,IT,F
d0304,4,main,25,25,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_25_mono.wav,d0304_4_main25_25_mono.wav,IT,F
d0304,4,main,25,27,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_27_mono.wav,d0304_4_main25_27_mono.wav,IT,F
d0304,4,main,25,29,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_29_mono.wav,d0304_4_main25_29_mono.wav,IT,F
d0304,4,main,25,31,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_31_mono.wav,d0304_4_main25_31_mono.wav,IT,F
d0304,4,main,25,33,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_33_mono.wav,d0304_4_main25_33_mono.wav,IT,F
d0304,4,main,25,35,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_35_mono.wav,d0304_4_main25_35_mono.wav,IT,F
d0304,4,main,25,37,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_37_mono.wav,d0304_4_main25_37_mono.wav,IT,F
d0304,4,main,25,39,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_39_mono.wav,d0304_4_main25_39_mono.wav,IT,F
d0304,4,main,25,41,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_41_mono.wav,d0304_4_main25_41_mono.wav,IT,F
d0304,4,main,25,43,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_43_mono.wav,d0304_4_main25_43_mono.wav,IT,F
d0304,4,main,25,45,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_45_mono.wav,d0304_4_main25_45_mono.wav,IT,F
d0304,4,main,25,47,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_47_mono.wav,d0304_4_main25_47_mono.wav,IT,F
d0304,4,main,25,49,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0304_4_main25_49_mono.wav,d0304_4_main25_49_mono.wav,IT,F
