dyad,speaker,session,sentence,duration(s),size(K),file_name
3839,39,solo,24,6.17,531.66,d3839_39_solo555_24_mono.wav
4849,48,solo,8,7.41,637.94,d4849_48_solo555_8_mono.wav
5051,51,solo,69,7.74,666.72,d5051_51_solo555_69_mono.wav
3435,34,solo,53,3.14,270.58,d3435_34_solo555_53_mono.wav
4243,43,solo,35,4.14,356.35,d4243_43_solo555_35_mono.wav
4243,43,solo,34,5.74,494.31,d4243_43_solo555_34_mono.wav
3637,37,solo,72,6.51,560.4,d3637_37_solo555_72_mono.wav
3637,37,solo,73,4.07,350.61,d3637_37_solo555_73_mono.wav
5051,50,solo,57,8.14,701.21,d5051_50_solo555_57_mono.wav
3031,30,solo,53,4.84,416.73,d3031_30_solo555_53_mono.wav
5051,50,solo,56,7.79,670.91,d5051_50_solo555_56_mono.wav
3031,30,solo,52,7.29,627.73,d3031_30_solo555_52_mono.wav
4849,49,solo,63,4.67,402.34,d4849_49_solo555_63_mono.wav
5051,50,solo,3,3.74,321.9,d5051_50_solo555_3_mono.wav
4445,44,solo,14,4.9,422.46,d4445_44_solo555_14_mono.wav
4849,49,solo,62,8.81,758.66,d4849_49_solo555_62_mono.wav
4445,44,solo,15,4.46,384.56,d4445_44_solo555_15_mono.wav
5051,50,solo,2,6.07,523.07,d5051_50_solo555_2_mono.wav
5051,51,solo,21,4.44,382.26,d5051_51_solo555_21_mono.wav
3031,31,solo,25,5.42,466.99,d3031_31_solo555_25_mono.wav
5051,51,solo,20,5.2,448.29,d5051_51_solo555_20_mono.wav
3031,31,solo,24,5.47,471.18,d3031_31_solo555_24_mono.wav
4849,48,solo,15,4.2,362.09,d4849_48_solo555_15_mono.wav
4445,45,solo,62,7.04,606.37,d4445_45_solo555_62_mono.wav
4849,48,solo,14,5.27,454.05,d4849_48_solo555_14_mono.wav
4445,45,solo,63,4.9,422.45,d4445_45_solo555_63_mono.wav
4243,42,solo,43,8.47,729.88,d4243_42_solo555_43_mono.wav
4243,42,solo,42,5.94,511.51,d4243_42_solo555_42_mono.wav
4041,41,solo,63,3.4,293.13,d4041_41_solo555_63_mono.wav
4041,41,solo,62,6.57,566.11,d4041_41_solo555_62_mono.wav
3435,35,solo,1,5.72,493.07,d3435_35_solo555_1_mono.wav
3839,39,solo,5,5.87,505.73,d3839_39_solo555_5_mono.wav
3839,38,solo,53,5.6,482.78,d3839_38_solo555_53_mono.wav
3435,35,solo,24,6.61,569.0,d3435_35_solo555_24_mono.wav
3839,38,solo,52,8.21,706.9,d3839_38_solo555_52_mono.wav
3839,39,solo,4,5.42,466.97,d3839_39_solo555_4_mono.wav
3435,35,solo,25,5.79,498.6,d3435_35_solo555_25_mono.wav
4647,46,solo,42,5.44,468.46,d4647_46_solo555_42_mono.wav
4647,46,solo,43,8.49,731.32,d4647_46_solo555_43_mono.wav
3839,38,solo,67,4.74,408.07,d3839_38_solo555_67_mono.wav
3435,35,solo,10,5.23,450.85,d3435_35_solo555_10_mono.wav
3839,38,solo,66,6.51,560.37,d3839_38_solo555_66_mono.wav
3435,35,solo,11,5.59,481.92,d3435_35_solo555_11_mono.wav
4445,44,solo,69,5.15,443.93,d4445_44_solo555_69_mono.wav
4041,41,solo,57,6.97,600.58,d4041_41_solo555_57_mono.wav
4445,44,solo,68,5.91,508.66,d4445_44_solo555_68_mono.wav
4041,41,solo,56,8.01,689.66,d4041_41_solo555_56_mono.wav
4647,46,solo,76,4.6,396.57,d4647_46_solo555_76_mono.wav
4243,43,solo,48,4.8,413.81,d4243_43_solo555_48_mono.wav
4647,46,solo,77,7.37,635.07,d4647_46_solo555_77_mono.wav
4243,43,solo,49,5.5,474.14,d4243_43_solo555_49_mono.wav
4041,40,solo,68,7.57,652.32,d4041_40_solo555_68_mono.wav
4849,48,solo,21,2.94,252.9,d4849_48_solo555_21_mono.wav
4445,45,solo,56,7.14,615.11,d4445_45_solo555_56_mono.wav
4849,48,solo,20,5.07,436.78,d4849_48_solo555_20_mono.wav
4041,40,solo,69,7.57,652.3,d4041_40_solo555_69_mono.wav
4445,45,solo,57,7.47,643.68,d4445_45_solo555_57_mono.wav
5051,51,solo,15,6.6,568.93,d5051_51_solo555_15_mono.wav
3839,39,solo,58,5.47,471.28,d3839_39_solo555_58_mono.wav
3031,31,solo,11,5.17,445.45,d3031_31_solo555_11_mono.wav
5051,51,solo,14,6.77,583.32,d5051_51_solo555_14_mono.wav
3031,31,solo,10,5.87,505.75,d3031_31_solo555_10_mono.wav
3839,39,solo,59,6.74,580.48,d3839_39_solo555_59_mono.wav
3637,36,solo,30,4.9,422.47,d3637_36_solo555_30_mono.wav
3637,36,solo,31,8.16,702.61,d3637_36_solo555_31_mono.wav
4647,47,solo,2,5.3,456.88,d4647_47_solo555_2_mono.wav
4243,42,solo,77,7.31,629.32,d4243_42_solo555_77_mono.wav
4647,47,solo,49,5.97,514.42,d4647_47_solo555_49_mono.wav
4041,40,solo,2,6.27,540.24,d4041_40_solo555_2_mono.wav
4243,42,solo,76,4.94,425.31,d4243_42_solo555_76_mono.wav
4647,47,solo,3,3.97,341.97,d4647_47_solo555_3_mono.wav
4041,40,solo,3,5.17,445.42,d4041_40_solo555_3_mono.wav
4647,47,solo,48,5.3,456.93,d4647_47_solo555_48_mono.wav
3637,37,solo,46,4.79,412.32,d3637_37_solo555_46_mono.wav
3637,37,solo,47,4.44,382.21,d3637_37_solo555_47_mono.wav
4849,49,solo,57,8.57,738.48,d4849_49_solo555_57_mono.wav
4445,44,solo,20,4.02,346.29,d4445_44_solo555_20_mono.wav
4849,49,solo,56,7.37,635.07,d4849_49_solo555_56_mono.wav
4445,44,solo,21,2.84,244.23,d4445_44_solo555_21_mono.wav
5051,50,solo,63,4.87,419.56,d5051_50_solo555_63_mono.wav
3435,35,solo,59,6.67,574.71,d3435_35_solo555_59_mono.wav
3031,30,solo,67,6.14,528.78,d3031_30_solo555_67_mono.wav
5051,50,solo,62,7.76,668.1,d5051_50_solo555_62_mono.wav
3435,35,solo,58,5.06,435.64,d3435_35_solo555_58_mono.wav
3031,30,solo,66,5.12,441.12,d3031_30_solo555_66_mono.wav
3637,36,solo,79,6.57,566.11,d3637_36_solo555_79_mono.wav
3637,36,solo,78,5.84,502.9,d3637_36_solo555_78_mono.wav
3031,31,solo,58,5.57,480.0,d3031_31_solo555_58_mono.wav
3839,39,solo,11,6.7,577.55,d3839_39_solo555_11_mono.wav
3435,34,solo,66,5.58,480.42,d3435_34_solo555_66_mono.wav
3839,39,solo,10,5.7,491.35,d3839_39_solo555_10_mono.wav
3031,31,solo,59,7.47,643.73,d3031_31_solo555_59_mono.wav
3435,34,solo,67,4.29,369.62,d3435_34_solo555_67_mono.wav
4849,48,solo,68,10.04,864.98,d4849_48_solo555_68_mono.wav
4041,40,solo,21,5.1,439.67,d4041_40_solo555_21_mono.wav
4041,40,solo,20,6.84,589.09,d4041_40_solo555_20_mono.wav
4849,48,solo,69,5.67,488.56,d4849_48_solo555_69_mono.wav
3637,37,solo,31,7.54,649.45,d3637_37_solo555_31_mono.wav
3637,37,solo,30,5.5,474.11,d3637_37_solo555_30_mono.wav
4647,46,solo,48,5.64,485.65,d4647_46_solo555_48_mono.wav
4243,43,solo,76,6.86,590.53,d4243_43_solo555_76_mono.wav
4647,46,solo,49,7.74,666.68,d4647_46_solo555_49_mono.wav
4243,43,solo,77,7.47,643.69,d4243_43_solo555_77_mono.wav
4445,44,solo,57,5.07,436.82,d4445_44_solo555_57_mono.wav
4849,49,solo,20,5.84,502.93,d4849_49_solo555_20_mono.wav
4041,41,solo,69,7.42,639.37,d4041_41_solo555_69_mono.wav
4445,44,solo,56,5.7,491.4,d4445_44_solo555_56_mono.wav
4041,41,solo,68,7.57,652.3,d4041_41_solo555_68_mono.wav
4849,49,solo,21,4.57,393.74,d4849_49_solo555_21_mono.wav
3031,30,solo,10,6.29,541.74,d3031_30_solo555_10_mono.wav
3839,38,solo,59,8.04,692.53,d3839_38_solo555_59_mono.wav
5051,50,solo,14,7.34,632.25,d5051_50_solo555_14_mono.wav
3839,38,solo,58,5.87,505.76,d3839_38_solo555_58_mono.wav
3031,30,solo,11,6.37,548.86,d3031_30_solo555_11_mono.wav
5051,50,solo,15,5.85,504.33,d5051_50_solo555_15_mono.wav
4243,42,solo,49,7.71,663.76,d4243_42_solo555_49_mono.wav
4647,47,solo,77,6.3,543.08,d4647_47_solo555_77_mono.wav
4243,42,solo,48,6.77,583.36,d4243_42_solo555_48_mono.wav
4647,47,solo,76,5.0,431.06,d4647_47_solo555_76_mono.wav
3435,34,solo,11,5.27,453.7,d3435_34_solo555_11_mono.wav
3839,39,solo,66,4.54,390.82,d3839_39_solo555_66_mono.wav
3435,34,solo,10,4.08,351.29,d3435_34_solo555_10_mono.wav
3839,39,solo,67,4.67,402.33,d3839_39_solo555_67_mono.wav
4041,40,solo,56,8.01,689.66,d4041_40_solo555_56_mono.wav
4445,45,solo,68,8.74,752.88,d4445_45_solo555_68_mono.wav
4041,40,solo,57,8.61,741.39,d4041_40_solo555_57_mono.wav
4445,45,solo,69,5.94,511.5,d4445_45_solo555_69_mono.wav
3435,35,solo,67,5.21,448.78,d3435_35_solo555_67_mono.wav
3839,38,solo,10,6.2,534.49,d3839_38_solo555_10_mono.wav
3031,30,solo,59,6.64,571.87,d3031_30_solo555_59_mono.wav
3435,35,solo,66,4.92,424.06,d3435_35_solo555_66_mono.wav
3031,30,solo,58,5.71,491.52,d3031_30_solo555_58_mono.wav
3839,38,solo,11,6.91,594.84,d3839_38_solo555_11_mono.wav
4041,41,solo,20,5.07,436.8,d4041_41_solo555_20_mono.wav
4849,49,solo,69,6.71,577.64,d4849_49_solo555_69_mono.wav
5051,50,solo,9,4.17,359.25,d5051_50_solo555_9_mono.wav
4849,49,solo,68,7.74,666.71,d4849_49_solo555_68_mono.wav
4041,41,solo,21,4.3,370.75,d4041_41_solo555_21_mono.wav
5051,50,solo,8,7.74,666.67,d5051_50_solo555_8_mono.wav
3637,37,solo,78,5.99,515.82,d3637_37_solo555_78_mono.wav
3637,37,solo,79,7.74,666.62,d3637_37_solo555_79_mono.wav
4445,45,solo,21,4.2,362.13,d4445_45_solo555_21_mono.wav
4849,48,solo,56,7.17,617.86,d4849_48_solo555_56_mono.wav
4445,45,solo,20,6.04,520.15,d4445_45_solo555_20_mono.wav
4849,48,solo,57,6.2,534.46,d4849_48_solo555_57_mono.wav
3031,31,solo,66,5.16,444.1,d3031_31_solo555_66_mono.wav
4849,48,solo,3,3.64,313.24,d4849_48_solo555_3_mono.wav
4445,44,solo,7,4.62,398.02,d4445_44_solo555_7_mono.wav
4243,43,solo,7,5.3,456.85,d4243_43_solo555_7_mono.wav
3435,34,solo,58,5.59,481.64,d3435_34_solo555_58_mono.wav
5051,51,solo,62,7.11,612.12,d5051_51_solo555_62_mono.wav
4445,44,solo,6,6.76,581.9,d4445_44_solo555_6_mono.wav
4849,48,solo,2,5.94,511.47,d4849_48_solo555_2_mono.wav
3031,31,solo,67,4.74,408.18,d3031_31_solo555_67_mono.wav
4243,43,solo,6,7.91,681.0,d4243_43_solo555_6_mono.wav
3435,34,solo,59,5.85,504.33,d3435_34_solo555_59_mono.wav
5051,51,solo,63,4.4,379.34,d5051_51_solo555_63_mono.wav
3637,36,solo,47,5.47,471.27,d3637_36_solo555_47_mono.wav
3637,36,solo,46,6.17,531.62,d3637_36_solo555_46_mono.wav
3637,37,solo,12,6.31,543.12,d3637_37_solo555_12_mono.wav
3637,37,solo,13,3.67,316.12,d3637_37_solo555_13_mono.wav
4243,43,solo,55,5.1,439.71,d4243_43_solo555_55_mono.wav
4243,43,solo,54,4.54,390.83,d4243_43_solo555_54_mono.wav
4445,44,solo,74,5.6,482.78,d4445_44_solo555_74_mono.wav
4445,44,solo,75,4.3,370.71,d4445_44_solo555_75_mono.wav
3031,30,solo,33,8.71,750.09,d3031_30_solo555_33_mono.wav
5051,50,solo,37,9.66,831.84,d5051_50_solo555_37_mono.wav
3031,30,solo,32,5.92,510.05,d3031_30_solo555_32_mono.wav
5051,50,solo,36,11.03,949.71,d5051_50_solo555_36_mono.wav
4647,47,solo,54,5.44,468.45,d4647_47_solo555_54_mono.wav
4647,47,solo,55,4.77,410.94,d4647_47_solo555_55_mono.wav
3435,34,solo,32,4.23,364.06,d3435_34_solo555_32_mono.wav
3839,39,solo,45,5.94,511.51,d3839_39_solo555_45_mono.wav
3637,37,solo,80,5.67,488.55,d3637_37_solo555_80_mono.wav
3435,34,solo,33,6.92,596.23,d3435_34_solo555_33_mono.wav
3839,39,solo,44,8.21,706.91,d3839_39_solo555_44_mono.wav
4041,40,solo,75,6.51,560.35,d4041_40_solo555_75_mono.wav
4041,40,solo,74,7.67,660.93,d4041_40_solo555_74_mono.wav
3435,35,solo,44,9.56,823.74,d3435_35_solo555_44_mono.wav
4849,49,solo,7,8.97,773.03,d4849_49_solo555_7_mono.wav
4445,45,solo,3,3.67,316.12,d4445_45_solo555_3_mono.wav
3839,38,solo,33,7.97,686.75,d3839_38_solo555_33_mono.wav
4243,42,solo,3,5.04,433.88,d4243_42_solo555_3_mono.wav
4445,45,solo,2,6.87,591.97,d4445_45_solo555_2_mono.wav
4849,49,solo,6,9.17,790.19,d4849_49_solo555_6_mono.wav
3435,35,solo,45,6.02,518.4,d3435_35_solo555_45_mono.wav
4243,42,solo,2,7.37,635.06,d4243_42_solo555_2_mono.wav
3839,38,solo,32,4.74,408.06,d3839_38_solo555_32_mono.wav
4647,46,solo,22,5.37,462.67,d4647_46_solo555_22_mono.wav
4647,46,solo,23,6.07,523.0,d4647_46_solo555_23_mono.wav
4849,48,solo,75,5.04,433.91,d4849_48_solo555_75_mono.wav
4849,48,solo,74,5.2,448.3,d4849_48_solo555_74_mono.wav
3031,31,solo,45,5.09,438.23,d3031_31_solo555_45_mono.wav
5051,51,solo,41,3.97,341.94,d5051_51_solo555_41_mono.wav
3031,31,solo,44,9.59,826.18,d3031_31_solo555_44_mono.wav
5051,51,solo,40,4.57,393.76,d5051_51_solo555_40_mono.wav
3637,36,solo,64,4.64,399.44,d3637_36_solo555_64_mono.wav
3637,36,solo,65,7.26,625.0,d3637_36_solo555_65_mono.wav
4243,42,solo,23,10.18,876.47,d4243_42_solo555_23_mono.wav
4243,42,solo,22,6.2,534.49,d4243_42_solo555_22_mono.wav
3839,38,solo,44,10.27,885.05,d3839_38_solo555_44_mono.wav
3435,35,solo,33,8.19,705.42,d3435_35_solo555_33_mono.wav
3637,36,solo,80,6.77,583.34,d3637_36_solo555_80_mono.wav
3839,38,solo,45,5.77,497.14,d3839_38_solo555_45_mono.wav
3435,35,solo,32,4.05,349.18,d3435_35_solo555_32_mono.wav
4041,41,solo,74,5.74,494.27,d4041_41_solo555_74_mono.wav
4041,41,solo,75,5.3,456.93,d4041_41_solo555_75_mono.wav
4647,46,solo,6,8.76,754.32,d4647_46_solo555_6_mono.wav
4647,46,solo,55,6.1,525.87,d4647_46_solo555_55_mono.wav
4041,41,solo,6,8.24,709.75,d4041_41_solo555_6_mono.wav
4647,46,solo,54,6.87,591.96,d4647_46_solo555_54_mono.wav
4647,46,solo,7,6.47,557.48,d4647_46_solo555_7_mono.wav
4041,41,solo,7,6.04,520.13,d4041_41_solo555_7_mono.wav
4445,45,solo,75,6.0,517.26,d4445_45_solo555_75_mono.wav
4445,45,solo,74,5.7,491.4,d4445_45_solo555_74_mono.wav
5051,51,solo,36,9.88,850.62,d5051_51_solo555_36_mono.wav
3031,31,solo,32,4.59,394.96,d3031_31_solo555_32_mono.wav
5051,51,solo,37,8.81,758.67,d5051_51_solo555_37_mono.wav
3031,31,solo,33,7.54,649.45,d3031_31_solo555_33_mono.wav
3637,36,solo,13,4.94,425.3,d3637_36_solo555_13_mono.wav
3637,36,solo,12,8.97,772.99,d3637_36_solo555_12_mono.wav
4243,42,solo,54,7.21,620.7,d4243_42_solo555_54_mono.wav
4243,42,solo,55,6.7,577.55,d4243_42_solo555_55_mono.wav
3637,37,solo,65,7.67,660.91,d3637_37_solo555_65_mono.wav
3637,37,solo,64,4.7,405.2,d3637_37_solo555_64_mono.wav
4243,43,solo,22,4.1,353.52,d4243_43_solo555_22_mono.wav
4243,43,solo,23,6.44,554.61,d4243_43_solo555_23_mono.wav
4849,49,solo,74,6.17,531.62,d4849_49_solo555_74_mono.wav
4849,49,solo,75,5.44,468.41,d4849_49_solo555_75_mono.wav
5051,50,solo,40,6.04,520.12,d5051_50_solo555_40_mono.wav
3031,30,solo,44,9.59,826.05,d3031_30_solo555_44_mono.wav
5051,50,solo,41,5.07,436.79,d5051_50_solo555_41_mono.wav
3031,30,solo,45,6.54,563.26,d3031_30_solo555_45_mono.wav
4647,47,solo,23,7.37,635.05,d4647_47_solo555_23_mono.wav
4647,47,solo,22,4.5,387.95,d4647_47_solo555_22_mono.wav
3839,39,solo,32,4.2,362.13,d3839_39_solo555_32_mono.wav
3435,34,solo,45,5.67,488.37,d3435_34_solo555_45_mono.wav
3839,39,solo,33,6.94,597.71,d3839_39_solo555_33_mono.wav
3435,34,solo,44,7.44,641.08,d3435_34_solo555_44_mono.wav
4647,47,solo,17,7.47,643.68,d4647_47_solo555_17_mono.wav
4243,42,solo,29,7.31,629.37,d4243_42_solo555_29_mono.wav
4647,47,solo,16,4.57,393.69,d4647_47_solo555_16_mono.wav
4243,42,solo,28,7.14,614.94,d4243_42_solo555_28_mono.wav
5051,51,solo,7,6.02,518.75,d5051_51_solo555_7_mono.wav
4041,40,solo,36,10.59,912.35,d4041_40_solo555_36_mono.wav
4041,40,solo,37,7.97,686.78,d4041_40_solo555_37_mono.wav
5051,51,solo,6,8.49,731.3,d5051_51_solo555_6_mono.wav
3435,34,solo,71,4.72,406.81,d3435_34_solo555_71_mono.wav
3435,34,solo,70,4.2,362.05,d3435_34_solo555_70_mono.wav
4243,43,solo,16,5.64,485.65,d4243_43_solo555_16_mono.wav
4647,46,solo,28,6.87,591.97,d4647_46_solo555_28_mono.wav
4243,43,solo,17,6.2,534.49,d4243_43_solo555_17_mono.wav
4647,46,solo,29,5.3,456.91,d4647_46_solo555_29_mono.wav
3637,37,solo,51,6.81,586.22,d3637_37_solo555_51_mono.wav
3637,37,solo,50,3.87,333.35,d3637_37_solo555_50_mono.wav
5051,50,solo,74,6.62,570.42,d5051_50_solo555_74_mono.wav
4445,45,solo,9,3.47,298.87,d4445_45_solo555_9_mono.wav
3839,38,solo,39,6.44,554.61,d3839_38_solo555_39_mono.wav
3031,30,solo,70,4.37,376.49,d3031_30_solo555_70_mono.wav
4243,42,solo,9,4.0,344.85,d4243_42_solo555_9_mono.wav
4445,45,solo,8,6.3,543.07,d4445_45_solo555_8_mono.wav
5051,50,solo,75,6.6,568.93,d5051_50_solo555_75_mono.wav
3031,30,solo,71,6.52,561.79,d3031_30_solo555_71_mono.wav
4243,42,solo,8,6.27,540.25,d4243_42_solo555_8_mono.wav
3839,38,solo,38,8.07,695.42,d3839_38_solo555_38_mono.wav
4849,49,solo,40,6.87,591.96,d4849_49_solo555_40_mono.wav
4445,44,solo,37,6.42,553.18,d4445_44_solo555_37_mono.wav
4849,49,solo,41,5.17,445.41,d4849_49_solo555_41_mono.wav
4445,44,solo,36,6.92,596.27,d4445_44_solo555_36_mono.wav
3435,34,solo,5,4.61,397.17,d3435_34_solo555_5_mono.wav
3839,38,solo,1,5.4,465.49,d3839_38_solo555_1_mono.wav
3435,34,solo,38,5.91,509.17,d3435_34_solo555_38_mono.wav
3435,34,solo,4,4.55,391.53,d3435_34_solo555_4_mono.wav
3435,34,solo,39,5.24,451.24,d3435_34_solo555_39_mono.wav
4849,48,solo,36,9.27,798.88,d4849_48_solo555_36_mono.wav
4445,45,solo,41,3.7,319.01,d4445_45_solo555_41_mono.wav
4849,48,solo,37,7.71,663.76,d4849_48_solo555_37_mono.wav
4445,45,solo,40,5.07,436.8,d4445_45_solo555_40_mono.wav
4243,42,solo,60,7.74,666.69,d4243_42_solo555_60_mono.wav
4243,42,solo,61,7.31,629.31,d4243_42_solo555_61_mono.wav
3637,36,solo,27,8.47,729.89,d3637_36_solo555_27_mono.wav
3637,36,solo,26,6.47,557.46,d3637_36_solo555_26_mono.wav
4041,41,solo,40,4.87,419.56,d4041_41_solo555_40_mono.wav
4041,41,solo,41,3.47,298.88,d4041_41_solo555_41_mono.wav
3031,30,solo,39,7.29,627.86,d3031_30_solo555_39_mono.wav
3839,38,solo,70,4.97,428.15,d3839_38_solo555_70_mono.wav
3839,38,solo,71,5.2,448.29,d3839_38_solo555_71_mono.wav
3031,30,solo,38,7.92,682.55,d3031_30_solo555_38_mono.wav
3637,37,solo,18,5.8,500.02,d3637_37_solo555_18_mono.wav
3637,37,solo,19,5.37,462.65,d3637_37_solo555_19_mono.wav
4647,46,solo,61,5.04,433.93,d4647_46_solo555_61_mono.wav
4647,46,solo,60,6.97,600.55,d4647_46_solo555_60_mono.wav
3031,31,solo,71,4.87,419.57,d3031_31_solo555_71_mono.wav
3839,39,solo,38,6.41,551.77,d3839_39_solo555_38_mono.wav
5051,51,solo,75,5.87,505.78,d5051_51_solo555_75_mono.wav
3839,39,solo,39,5.77,497.15,d3839_39_solo555_39_mono.wav
3031,31,solo,70,4.87,419.53,d3031_31_solo555_70_mono.wav
5051,51,solo,74,7.34,632.19,d5051_51_solo555_74_mono.wav
4445,45,solo,36,9.96,857.76,d4445_45_solo555_36_mono.wav
4849,48,solo,41,3.47,298.86,d4849_48_solo555_41_mono.wav
4445,45,solo,37,8.67,747.12,d4445_45_solo555_37_mono.wav
4849,48,solo,40,4.7,405.23,d4849_48_solo555_40_mono.wav
4647,47,solo,29,4.7,405.25,d4647_47_solo555_29_mono.wav
4243,42,solo,17,9.24,796.02,d4243_42_solo555_17_mono.wav
3637,37,solo,1,5.54,477.03,d3637_37_solo555_1_mono.wav
4647,47,solo,28,4.9,422.44,d4647_47_solo555_28_mono.wav
3031,30,solo,1,5.99,515.88,d3031_30_solo555_1_mono.wav
4243,42,solo,16,6.81,586.22,d4243_42_solo555_16_mono.wav
3637,36,solo,50,4.27,367.84,d3637_36_solo555_50_mono.wav
3637,36,solo,51,6.22,535.93,d3637_36_solo555_51_mono.wav
4041,41,solo,37,7.77,669.51,d4041_41_solo555_37_mono.wav
4041,41,solo,36,7.26,625.02,d4041_41_solo555_36_mono.wav
3435,35,solo,70,4.67,402.45,d3435_35_solo555_70_mono.wav
3435,35,solo,71,5.6,482.07,d3435_35_solo555_71_mono.wav
4243,43,solo,28,5.7,491.39,d4243_43_solo555_28_mono.wav
4647,46,solo,16,6.27,540.23,d4647_46_solo555_16_mono.wav
4243,43,solo,29,3.9,336.22,d4243_43_solo555_29_mono.wav
4647,46,solo,17,6.14,528.75,d4647_46_solo555_17_mono.wav
3637,36,solo,19,5.77,497.4,d3637_36_solo555_19_mono.wav
3637,36,solo,18,6.81,586.22,d3637_36_solo555_18_mono.wav
4647,47,solo,60,5.7,491.35,d4647_47_solo555_60_mono.wav
4647,47,solo,61,7.61,655.18,d4647_47_solo555_61_mono.wav
4041,40,solo,41,6.07,523.01,d4041_40_solo555_41_mono.wav
4041,40,solo,40,6.11,525.9,d4041_40_solo555_40_mono.wav
3839,39,solo,71,4.9,422.47,d3839_39_solo555_71_mono.wav
3031,31,solo,38,6.89,593.47,d3031_31_solo555_38_mono.wav
3031,31,solo,39,6.47,557.37,d3031_31_solo555_39_mono.wav
3839,39,solo,70,4.97,428.15,d3839_39_solo555_70_mono.wav
4243,43,solo,61,5.87,505.77,d4243_43_solo555_61_mono.wav
4243,43,solo,60,9.22,794.54,d4243_43_solo555_60_mono.wav
3637,37,solo,26,9.21,793.11,d3637_37_solo555_26_mono.wav
3637,37,solo,27,6.62,570.4,d3637_37_solo555_27_mono.wav
3435,35,solo,39,6.24,537.46,d3435_35_solo555_39_mono.wav
3435,35,solo,38,6.72,578.79,d3435_35_solo555_38_mono.wav
4445,44,solo,40,4.0,344.85,d4445_44_solo555_40_mono.wav
4849,49,solo,37,8.74,752.87,d4849_49_solo555_37_mono.wav
4445,44,solo,41,4.44,382.21,d4445_44_solo555_41_mono.wav
4849,49,solo,36,9.37,807.51,d4849_49_solo555_36_mono.wav
4647,47,solo,53,3.54,304.62,d4647_47_solo555_53_mono.wav
4647,47,solo,52,7.01,603.46,d4647_47_solo555_52_mono.wav
3435,34,solo,8,6.24,537.55,d3435_34_solo555_8_mono.wav
3435,34,solo,35,5.31,457.63,d3435_34_solo555_35_mono.wav
3839,39,solo,42,5.09,438.24,d3839_39_solo555_42_mono.wav
3435,34,solo,9,3.09,265.86,d3435_34_solo555_9_mono.wav
3435,34,solo,34,4.9,422.0,d3435_34_solo555_34_mono.wav
3839,39,solo,43,6.51,560.35,d3839_39_solo555_43_mono.wav
4041,40,solo,72,8.17,704.0,d4041_40_solo555_72_mono.wav
4041,40,solo,73,6.61,568.97,d4041_40_solo555_73_mono.wav
3637,37,solo,15,6.47,557.47,d3637_37_solo555_15_mono.wav
3637,37,solo,14,5.9,508.61,d3637_37_solo555_14_mono.wav
4243,43,solo,52,5.95,512.95,d4243_43_solo555_52_mono.wav
4243,43,solo,53,3.97,341.94,d4243_43_solo555_53_mono.wav
4445,44,solo,73,4.02,346.29,d4445_44_solo555_73_mono.wav
4445,44,solo,72,6.14,528.76,d4445_44_solo555_72_mono.wav
3031,30,solo,34,6.27,540.25,d3031_30_solo555_34_mono.wav
5051,50,solo,30,6.77,583.31,d5051_50_solo555_30_mono.wav
3031,30,solo,35,4.09,351.92,d3031_30_solo555_35_mono.wav
5051,50,solo,31,11.23,966.95,d5051_50_solo555_31_mono.wav
4849,48,solo,72,6.94,597.75,d4849_48_solo555_72_mono.wav
4849,48,solo,73,5.07,436.76,d4849_48_solo555_73_mono.wav
3031,31,solo,42,4.72,406.59,d3031_31_solo555_42_mono.wav
5051,51,solo,46,6.37,548.88,d5051_51_solo555_46_mono.wav
3031,31,solo,43,7.07,609.28,d3031_31_solo555_43_mono.wav
5051,51,solo,47,6.87,591.96,d5051_51_solo555_47_mono.wav
3637,36,solo,63,4.67,402.32,d3637_36_solo555_63_mono.wav
3637,36,solo,62,6.84,589.06,d3637_36_solo555_62_mono.wav
4243,42,solo,24,8.49,731.32,d4243_42_solo555_24_mono.wav
4243,42,solo,25,8.07,695.41,d4243_42_solo555_25_mono.wav
4445,45,solo,4,6.34,545.95,d4445_45_solo555_4_mono.wav
3435,35,solo,43,8.04,692.94,d3435_35_solo555_43_mono.wav
5051,50,solo,79,9.36,805.98,d5051_50_solo555_79_mono.wav
4243,42,solo,4,5.64,485.65,d4243_42_solo555_4_mono.wav
3839,38,solo,34,5.74,494.26,d3839_38_solo555_34_mono.wav
3435,35,solo,42,4.78,412.08,d3435_35_solo555_42_mono.wav
5051,50,solo,78,8.22,708.33,d5051_50_solo555_78_mono.wav
4445,45,solo,5,6.47,557.48,d4445_45_solo555_5_mono.wav
4849,49,solo,1,6.67,574.74,d4849_49_solo555_1_mono.wav
3839,38,solo,35,5.2,448.29,d3839_38_solo555_35_mono.wav
4243,42,solo,5,6.77,583.34,d4243_42_solo555_5_mono.wav
4647,46,solo,25,6.15,530.17,d4647_46_solo555_25_mono.wav
4647,46,solo,24,6.1,525.87,d4647_46_solo555_24_mono.wav
4445,45,solo,72,10.44,899.42,d4445_45_solo555_72_mono.wav
4445,45,solo,73,5.67,488.53,d4445_45_solo555_73_mono.wav
5051,51,solo,31,9.63,829.07,d5051_51_solo555_31_mono.wav
3031,31,solo,35,4.86,418.28,d3031_31_solo555_35_mono.wav
5051,51,solo,30,7.56,650.85,d5051_51_solo555_30_mono.wav
3031,31,solo,34,5.54,477.1,d3031_31_solo555_34_mono.wav
3637,36,solo,14,5.14,442.54,d3637_36_solo555_14_mono.wav
