dyad,speaker,session,sentence,duration(s),size(K),file_name
6162,61,main75,31,10.62,914.86,SK0102_1_main75_31_mono.wav
7576,76,main75,14,5.67,488.42,SK1516_16_main75_14_mono.wav
7778,77,main75,73,7.02,604.7,SK1718_17_main75_73_mono.wav
6566,66,main75,60,6.1,525.11,SK0506_6_main75_60_mono.wav
6768,68,main75,42,4.9,422.52,SK0708_8_main75_42_mono.wav
6162,62,main75,80,7.82,673.81,SK0102_2_main75_80_mono.wav
7172,72,main75,66,5.24,451.46,SK1112_12_main75_66_mono.wav
7980,79,main75,45,4.85,417.79,SK1920_19_main75_45_mono.wav
6970,70,main75,68,7.8,672.05,SK0910_10_main75_68_mono.wav
7980,80,main75,78,5.63,485.31,SK1920_20_main75_78_mono.wav
7374,74,main75,68,7.61,655.08,SK1314_14_main75_68_mono.wav
6364,63,main75,41,5.73,493.67,SK0304_3_main75_41_mono.wav
6566,66,main75,28,5.99,515.81,SK0506_6_main75_28_mono.wav
6162,61,main75,79,9.42,811.15,SK0102_1_main75_79_mono.wav
7374,73,main75,43,5.99,516.06,SK1314_13_main75_43_mono.wav
6364,63,main75,75,6.61,569.04,SK0304_3_main75_75_mono.wav
7778,78,main75,6,10.82,931.91,SK1718_18_main75_6_mono.wav
7374,73,main75,77,7.76,668.18,SK1314_13_main75_77_mono.wav
7576,76,main75,68,8.8,758.19,SK1516_16_main75_68_mono.wav
7172,71,main75,39,6.43,554.22,SK1112_11_main75_39_mono.wav
7980,79,main75,71,4.29,369.64,SK1920_19_main75_71_mono.wav
7576,75,main75,9,6.04,520.63,SK1516_15_main75_9_mono.wav
7576,76,main75,20,8.17,704.01,SK1516_16_main75_20_mono.wav
6566,66,main75,8,5.87,505.21,SK0506_6_main75_8_mono.wav
6768,68,main75,76,4.0,344.14,SK0708_8_main75_76_mono.wav
7980,79,main75,7,5.26,452.93,SK1920_19_main75_7_mono.wav
7172,72,main75,52,6.88,592.72,SK1112_12_main75_52_mono.wav
7778,77,main75,47,8.26,711.41,SK1718_17_main75_47_mono.wav
6566,66,main75,54,4.91,422.7,SK0506_6_main75_54_mono.wav
6162,62,main75,26,9.5,818.48,SK0102_2_main75_26_mono.wav
7374,74,main75,14,5.72,492.38,SK1314_14_main75_14_mono.wav
6970,69,main75,27,7.33,631.05,SK0910_9_main75_27_mono.wav
6364,64,main75,16,8.75,753.53,SK0304_4_main75_16_mono.wav
6566,65,main75,77,7.08,609.78,SK0506_5_main75_77_mono.wav
7778,78,main75,42,7.19,619.34,SK1718_18_main75_42_mono.wav
7980,79,main75,39,5.49,472.57,SK1920_19_main75_39_mono.wav
6768,67,main75,73,5.28,455.17,SK0708_7_main75_73_mono.wav
7172,71,main75,71,6.19,533.38,SK1112_11_main75_71_mono.wav
6970,70,main75,14,6.37,548.45,SK0910_10_main75_14_mono.wav
7576,76,main75,56,7.62,656.46,SK1516_16_main75_56_mono.wav
6162,61,main75,73,6.88,592.81,SK0102_1_main75_73_mono.wav
7374,73,main75,49,6.57,566.28,SK1314_13_main75_49_mono.wav
7172,72,main75,24,5.65,486.44,SK1112_12_main75_24_mono.wav
7778,77,main75,31,9.55,822.27,SK1718_17_main75_31_mono.wav
6566,66,main75,22,4.42,380.66,SK0506_6_main75_22_mono.wav
6162,62,main75,50,5.01,431.57,SK0102_2_main75_50_mono.wav
7980,80,main75,72,5.73,493.58,SK1920_20_main75_72_mono.wav
6970,69,main75,51,8.65,744.92,SK0910_9_main75_51_mono.wav
7374,74,main75,62,5.69,490.57,SK1314_14_main75_62_mono.wav
7576,75,main75,75,6.03,519.16,SK1516_15_main75_75_mono.wav
7778,78,main75,34,6.34,545.87,SK1718_18_main75_34_mono.wav
6364,64,main75,60,9.01,776.44,SK0304_4_main75_60_mono.wav
6970,70,main75,62,6.39,550.86,SK0910_10_main75_62_mono.wav
7778,77,main75,79,9.9,852.5,SK1718_17_main75_79_mono.wav
6970,69,main75,1,6.58,566.54,SK0910_9_main75_1_mono.wav
6768,68,main75,48,5.16,444.57,SK0708_8_main75_48_mono.wav
6364,64,main75,28,7.73,666.02,SK0304_4_main75_28_mono.wav
6566,65,main75,49,7.09,610.55,SK0506_5_main75_49_mono.wav
7980,80,main75,8,6.19,533.12,SK1920_20_main75_8_mono.wav
6970,69,main75,19,5.35,460.94,SK0910_9_main75_19_mono.wav
6364,63,main75,5,6.36,547.5,SK0304_3_main75_5_mono.wav
6162,62,main75,18,8.28,713.39,SK0102_2_main75_18_mono.wav
7778,78,solo,13,5.72,493.07,SK1718_18_solo555_13_mono.wav
7980,80,solo,36,8.35,719.6,SK1920_20_solo555_36_mono.wav
7778,78,solo,12,9.74,838.72,SK1718_18_solo555_12_mono.wav
7980,80,solo,37,7.02,604.87,SK1920_20_solo555_37_mono.wav
7172,72,solo,38,8.09,696.77,SK1112_12_solo555_38_mono.wav
6162,62,solo,68,11.1,955.69,SK0102_2_solo555_68_mono.wav
7172,72,solo,39,6.92,596.25,SK1112_12_solo555_39_mono.wav
6162,62,solo,69,7.59,654.01,SK0102_2_solo555_69_mono.wav
7778,78,solo,7,7.32,630.96,SK1718_18_solo555_7_mono.wav
7778,78,solo,6,10.58,911.41,SK1718_18_solo555_6_mono.wav
6970,69,solo,78,6.31,543.63,SK0910_9_solo555_78_mono.wav
6970,69,solo,79,8.63,743.03,SK0910_9_solo555_79_mono.wav
7576,76,solo,39,10.26,883.68,SK1516_16_solo555_39_mono.wav
6768,67,solo,44,9.29,800.04,SK0708_7_solo555_44_mono.wav
7576,76,solo,38,9.64,830.11,SK1516_16_solo555_38_mono.wav
6768,67,solo,45,7.4,637.08,SK0708_7_solo555_45_mono.wav
7980,79,solo,49,6.73,580.15,SK1920_19_solo555_49_mono.wav
6970,70,solo,72,7.77,668.95,SK0910_10_solo555_72_mono.wav
7778,78,solo,80,7.56,651.38,SK1718_18_solo555_80_mono.wav
7980,79,solo,48,6.56,565.16,SK1920_19_solo555_48_mono.wav
6970,70,solo,73,7.4,637.17,SK0910_10_solo555_73_mono.wav
7778,77,solo,2,8.93,769.64,SK1718_17_solo555_2_mono.wav
7374,74,solo,19,7.1,611.41,SK1314_14_solo555_19_mono.wav
7374,74,solo,18,8.29,714.0,SK1314_14_solo555_18_mono.wav
7778,77,solo,3,7.45,641.56,SK1718_17_solo555_3_mono.wav
6970,69,solo,31,10.08,868.26,SK0910_9_solo555_31_mono.wav
6970,69,solo,30,7.94,684.2,SK0910_9_solo555_30_mono.wav
7576,75,solo,44,10.45,900.13,SK1516_15_solo555_44_mono.wav
6364,63,solo,55,8.13,700.56,SK0304_3_solo555_55_mono.wav
7576,75,solo,45,9.16,789.45,SK1516_15_solo555_45_mono.wav
6364,63,solo,54,7.35,632.77,SK0304_3_solo555_54_mono.wav
7172,72,solo,71,6.23,536.39,SK1112_12_solo555_71_mono.wav
6566,65,solo,46,6.62,569.9,SK0506_5_solo555_46_mono.wav
6162,62,solo,21,5.99,516.24,SK0102_2_solo555_21_mono.wav
7778,77,solo,62,9.58,825.37,SK1718_17_solo555_62_mono.wav
6364,64,solo,48,6.55,563.96,SK0304_4_solo555_48_mono.wav
7778,77,solo,63,9.51,819.08,SK1718_17_solo555_63_mono.wav
6364,64,solo,49,10.14,873.6,SK0304_4_solo555_49_mono.wav
6566,65,solo,47,6.04,519.94,SK0506_5_solo555_47_mono.wav
7172,72,solo,70,6.61,569.12,SK1112_12_solo555_70_mono.wav
6162,62,solo,20,7.63,657.24,SK0102_2_solo555_20_mono.wav
7980,80,solo,9,5.26,453.19,SK1920_20_solo555_9_mono.wav
7980,80,solo,8,7.5,646.38,SK1920_20_solo555_8_mono.wav
7374,74,solo,50,5.73,493.32,SK1314_14_solo555_50_mono.wav
6566,66,solo,72,6.9,594.45,SK0506_6_solo555_72_mono.wav
7172,71,solo,45,5.62,483.94,SK1112_11_solo555_45_mono.wav
6162,61,solo,15,9.5,818.22,SK0102_1_solo555_15_mono.wav
7172,71,solo,44,8.34,718.05,SK1112_11_solo555_44_mono.wav
6566,66,solo,73,5.16,444.66,SK0506_6_solo555_73_mono.wav
6162,61,solo,14,6.71,577.91,SK0102_1_solo555_14_mono.wav
7374,74,solo,51,7.6,655.08,SK1314_14_solo555_51_mono.wav
6162,61,solo,9,7.9,680.4,SK0102_1_solo555_9_mono.wav
6768,68,solo,35,6.18,532.69,SK0708_8_solo555_35_mono.wav
6162,61,solo,8,8.83,760.25,SK0102_1_solo555_8_mono.wav
6768,68,solo,34,6.86,590.48,SK0708_8_solo555_34_mono.wav
7576,76,solo,70,7.36,633.64,SK1516_16_solo555_70_mono.wav
7576,76,solo,71,7.54,649.57,SK1516_16_solo555_71_mono.wav
6970,69,solo,46,6.5,560.25,SK0910_9_solo555_46_mono.wav
6768,67,solo,9,4.86,418.91,SK0708_7_solo555_9_mono.wav
6768,67,solo,8,8.47,729.59,SK0708_7_solo555_8_mono.wav
6970,69,solo,47,5.98,515.38,SK0910_9_solo555_47_mono.wav
6364,63,solo,22,5.82,501.6,SK0304_3_solo555_22_mono.wav
7576,75,solo,33,9.71,836.56,SK1516_15_solo555_33_mono.wav
6364,63,solo,23,10.87,936.56,SK0304_3_solo555_23_mono.wav
7576,75,solo,32,6.17,531.48,SK1516_15_solo555_32_mono.wav
7778,77,solo,15,11.24,968.26,SK1718_17_solo555_15_mono.wav
6566,65,solo,31,7.77,669.29,SK0506_5_solo555_31_mono.wav
6162,62,solo,56,8.92,768.69,SK0102_2_solo555_56_mono.wav
6566,65,solo,30,6.38,549.91,SK0506_5_solo555_30_mono.wav
6162,62,solo,57,8.9,766.45,SK0102_2_solo555_57_mono.wav
7778,77,solo,14,9.83,846.64,SK1718_17_solo555_14_mono.wav
7172,71,solo,32,4.91,423.38,SK1112_11_solo555_32_mono.wav
6162,61,solo,62,8.71,750.17,SK0102_1_solo555_62_mono.wav
7374,74,solo,27,10.43,897.98,SK1314_14_solo555_27_mono.wav
7374,74,solo,26,11.0,947.25,SK1314_14_solo555_26_mono.wav
7172,71,solo,33,6.74,580.41,SK1112_11_solo555_33_mono.wav
6162,61,solo,63,6.73,579.54,SK0102_1_solo555_63_mono.wav
7980,79,solo,77,5.62,483.96,SK1920_19_solo555_77_mono.wav
7980,79,solo,76,5.58,480.58,SK1920_19_solo555_76_mono.wav
6768,68,solo,42,5.45,469.55,SK0708_8_solo555_42_mono.wav
6768,68,solo,43,7.58,653.27,SK0708_8_solo555_43_mono.wav
7980,80,solo,41,6.39,550.6,SK1920_20_solo555_41_mono.wav
7778,78,solo,64,5.82,501.51,SK1718_18_solo555_64_mono.wav
7980,80,solo,40,7.35,633.55,SK1920_20_solo555_40_mono.wav
7778,78,solo,65,10.26,884.02,SK1718_18_solo555_65_mono.wav
6566,65,solo,78,6.38,549.57,SK0506_5_solo555_78_mono.wav
6364,64,solo,76,5.01,431.14,SK0304_4_solo555_76_mono.wav
6364,64,solo,77,7.69,662.23,SK0304_4_solo555_77_mono.wav
6566,65,solo,79,6.11,526.49,SK0506_5_solo555_79_mono.wav
6768,67,solo,33,7.74,667.05,SK0708_7_solo555_33_mono.wav
7374,73,solo,73,5.56,478.77,SK1314_13_solo555_73_mono.wav
6768,67,solo,32,5.58,480.92,SK0708_7_solo555_32_mono.wav
7374,73,solo,72,7.43,639.84,SK1314_13_solo555_72_mono.wav
6162,61,solo,3,7.03,605.56,SK0102_1_solo555_3_mono.wav
6162,61,solo,2,7.72,665.07,SK0102_1_solo555_2_mono.wav
7374,73,solo,47,6.8,585.4,SK1314_13_solo555_47_mono.wav
7374,73,solo,46,6.53,562.15,SK1314_13_solo555_46_mono.wav
6566,66,solo,78,6.8,585.49,SK0506_6_solo555_78_mono.wav
6566,66,solo,79,8.47,729.85,SK0506_6_solo555_79_mono.wav
6970,70,solo,31,11.18,963.09,SK0910_10_solo555_31_mono.wav
6970,70,solo,30,8.01,690.05,SK0910_10_solo555_30_mono.wav
6364,64,solo,42,5.05,435.1,SK0304_4_solo555_42_mono.wav
7576,75,solo,4,8.25,710.64,SK1516_15_solo555_4_mono.wav
7778,77,solo,68,15.57,1341.13,SK1718_17_solo555_68_mono.wav
7576,75,solo,5,7.36,634.41,SK1516_15_solo555_5_mono.wav
6364,64,solo,43,10.06,866.37,SK0304_4_solo555_43_mono.wav
7778,77,solo,69,15.07,1298.41,SK1718_17_solo555_69_mono.wav
7980,80,solo,75,7.3,629.24,SK1920_20_solo555_75_mono.wav
7980,80,solo,3,5.39,464.56,SK1920_20_solo555_3_mono.wav
7778,78,solo,50,5.77,497.12,SK1718_18_solo555_50_mono.wav
7980,80,solo,74,7.34,632.26,SK1920_20_solo555_74_mono.wav
7980,80,solo,2,6.76,581.87,SK1920_20_solo555_2_mono.wav
7778,78,solo,51,8.43,725.88,SK1718_18_solo555_51_mono.wav
7980,79,solo,43,6.75,581.18,SK1920_19_solo555_43_mono.wav
6970,70,solo,78,8.01,690.23,SK0910_10_solo555_78_mono.wav
7980,79,solo,42,4.77,410.55,SK1920_19_solo555_42_mono.wav
6970,70,solo,79,10.24,882.47,SK0910_10_solo555_79_mono.wav
7778,77,solo,8,11.4,981.61,SK1718_17_solo555_8_mono.wav
6162,61,solo,56,9.79,843.37,SK0102_1_solo555_56_mono.wav
6566,66,solo,31,8.2,706.59,SK0506_6_solo555_31_mono.wav
7374,74,solo,13,4.9,421.92,SK1314_14_solo555_13_mono.wav
7374,74,solo,12,7.38,636.13,SK1314_14_solo555_12_mono.wav
7778,77,solo,9,6.14,529.16,SK1718_17_solo555_9_mono.wav
6162,61,solo,57,8.7,749.83,SK0102_1_solo555_57_mono.wav
6566,66,solo,30,6.74,580.32,SK0506_6_solo555_30_mono.wav
7576,76,solo,33,10.04,864.99,SK1516_16_solo555_33_mono.wav
7576,76,solo,32,6.5,559.56,SK1516_16_solo555_32_mono.wav
6768,68,solo,76,5.32,458.36,SK0708_8_solo555_76_mono.wav
6768,68,solo,77,8.16,703.23,SK0708_8_solo555_77_mono.wav
6364,63,solo,16,7.6,654.48,SK0304_3_solo555_16_mono.wav
6364,63,solo,17,8.94,769.98,SK0304_3_solo555_17_mono.wav
6970,69,solo,72,7.57,652.24,SK0910_9_solo555_72_mono.wav
6970,69,solo,73,6.22,535.7,SK0910_9_solo555_73_mono.wav
7778,78,solo,19,7.74,666.37,SK1718_18_solo555_19_mono.wav
7778,78,solo,18,9.0,775.15,SK1718_18_solo555_18_mono.wav
7778,77,solo,21,6.95,598.67,SK1718_17_solo555_21_mono.wav
6162,62,solo,62,8.55,736.56,SK0102_2_solo555_62_mono.wav
7172,72,solo,32,4.5,388.07,SK1112_12_solo555_32_mono.wav
6162,62,solo,63,6.93,596.69,SK0102_2_solo555_63_mono.wav
7172,72,solo,33,8.58,739.06,SK1112_12_solo555_33_mono.wav
7778,77,solo,20,9.92,854.22,SK1718_17_solo555_20_mono.wav
7374,74,solo,80,10.15,874.12,SK1314_14_solo555_80_mono.wav
6364,63,solo,5,9.03,777.56,SK0304_3_solo555_5_mono.wav
7980,79,solo,34,5.49,472.57,SK1920_19_solo555_34_mono.wav
6364,63,solo,4,7.82,673.17,SK0304_3_solo555_4_mono.wav
7980,79,solo,35,12.58,1083.94,SK1920_19_solo555_35_mono.wav
7374,74,solo,64,6.08,523.9,SK1314_14_solo555_64_mono.wav
6162,61,solo,21,7.66,659.48,SK0102_1_solo555_21_mono.wav
7172,71,solo,71,6.92,595.91,SK1112_11_solo555_71_mono.wav
6566,66,solo,46,6.6,568.61,SK0506_6_solo555_46_mono.wav
6162,61,solo,20,9.44,813.14,SK0102_1_solo555_20_mono.wav
6566,66,solo,47,5.61,482.99,SK0506_6_solo555_47_mono.wav
7172,71,solo,70,5.39,464.04,SK1112_11_solo555_70_mono.wav
7374,74,solo,65,10.83,932.69,SK1314_14_solo555_65_mono.wav
7374,73,solo,79,7.33,631.4,SK1314_13_solo555_79_mono.wav
6768,67,solo,39,7.86,676.88,SK0708_7_solo555_39_mono.wav
7576,76,solo,44,11.99,1032.43,SK1516_16_solo555_44_mono.wav
7374,73,solo,78,7.29,627.87,SK1314_13_solo555_78_mono.wav
6768,67,solo,38,8.16,703.23,SK0708_7_solo555_38_mono.wav
7576,76,solo,45,8.33,717.88,SK1516_16_solo555_45_mono.wav
7374,73,solo,6,12.47,1074.38,SK1314_13_solo555_6_mono.wav
7374,73,solo,7,7.18,618.3,SK1314_13_solo555_7_mono.wav
7980,79,solo,1,6.05,520.89,SK1920_19_solo555_1_mono.wav
7576,75,solo,70,7.54,649.14,SK1516_15_solo555_70_mono.wav
6364,63,solo,61,8.76,754.82,SK0304_3_solo555_61_mono.wav
7576,75,solo,71,8.1,697.46,SK1516_15_solo555_71_mono.wav
6364,63,solo,60,9.03,777.99,SK0304_3_solo555_60_mono.wav
6162,62,solo,15,7.52,647.42,SK0102_2_solo555_15_mono.wav
6566,65,solo,72,5.88,506.33,SK0506_5_solo555_72_mono.wav
7172,72,solo,45,6.68,575.41,SK1112_12_solo555_45_mono.wav
7778,77,solo,56,12.58,1083.68,SK1718_17_solo555_56_mono.wav
7778,77,solo,57,11.29,972.65,SK1718_17_solo555_57_mono.wav
6162,62,solo,14,7.54,649.57,SK0102_2_solo555_14_mono.wav
7172,72,solo,44,9.98,859.91,SK1112_12_solo555_44_mono.wav
6566,65,solo,73,4.36,376.01,SK0506_5_solo555_73_mono.wav
6768,68,solo,48,6.11,526.66,SK0708_8_solo555_48_mono.wav
6768,68,solo,49,7.57,651.72,SK0708_8_solo555_49_mono.wav
7374,73,solo,30,7.46,642.25,SK1314_13_solo555_30_mono.wav
6768,67,solo,70,6.82,587.55,SK0708_7_solo555_70_mono.wav
7374,73,solo,31,10.57,910.47,SK1314_13_solo555_31_mono.wav
6768,67,solo,71,6.2,534.15,SK0708_7_solo555_71_mono.wav
6162,61,solo,68,11.04,950.52,SK0102_1_solo555_68_mono.wav
7172,71,solo,38,6.3,542.33,SK1112_11_solo555_38_mono.wav
6162,61,solo,69,9.01,775.93,SK0102_1_solo555_69_mono.wav
7172,71,solo,39,5.13,441.56,SK1112_11_solo555_39_mono.wav
6768,68,solo,6,9.4,809.86,SK0708_8_solo555_6_mono.wav
6970,70,solo,46,8.36,720.11,SK0910_10_solo555_46_mono.wav
6768,68,solo,7,7.55,650.09,SK0708_8_solo555_7_mono.wav
6970,70,solo,47,10.07,867.49,SK0910_10_solo555_47_mono.wav
6364,64,solo,35,5.27,453.96,SK0304_4_solo555_35_mono.wav
6364,64,solo,34,11.99,1033.12,SK0304_4_solo555_34_mono.wav
7778,78,solo,27,9.81,845.35,SK1718_18_solo555_27_mono.wav
7778,78,solo,26,11.1,956.38,SK1718_18_solo555_26_mono.wav
7172,71,solo,1,4.56,392.89,SK1112_11_solo555_1_mono.wav
6768,67,solo,3,5.35,460.94,SK0708_7_solo555_3_mono.wav
6768,67,solo,2,7.09,610.64,SK0708_7_solo555_2_mono.wav
6364,63,solo,28,7.29,628.21,SK0304_3_solo555_28_mono.wav
6566,65,solo,7,6.12,526.92,SK0506_5_solo555_7_mono.wav
7576,75,solo,39,8.36,720.03,SK1516_15_solo555_39_mono.wav
6364,63,solo,29,6.41,552.15,SK0304_3_solo555_29_mono.wav
6566,65,solo,6,8.69,748.11,SK0506_5_solo555_6_mono.wav
7576,75,solo,38,7.81,673.0,SK1516_15_solo555_38_mono.wav
7980,79,solo,17,6.79,585.31,SK1920_19_solo555_17_mono.wav
7980,79,solo,16,5.7,490.91,SK1920_19_solo555_16_mono.wav
7374,74,solo,47,10.28,885.75,SK1314_14_solo555_47_mono.wav
6566,66,solo,65,7.17,617.62,SK0506_6_solo555_65_mono.wav
7172,71,solo,52,6.47,557.32,SK1112_11_solo555_52_mono.wav
7172,71,solo,53,4.29,369.38,SK1112_11_solo555_53_mono.wav
6566,66,solo,64,5.61,483.25,SK0506_6_solo555_64_mono.wav
7374,74,solo,46,7.45,641.91,SK1314_14_solo555_46_mono.wav
7576,76,solo,67,7.85,675.84,SK1516_16_solo555_67_mono.wav
7576,76,solo,66,7.85,676.62,SK1516_16_solo555_66_mono.wav
6768,68,solo,22,4.59,395.22,SK0708_8_solo555_22_mono.wav
6768,68,solo,23,8.55,736.22,SK0708_8_solo555_23_mono.wav
7576,75,solo,53,5.35,461.28,SK1516_15_solo555_53_mono.wav
6364,63,solo,42,6.13,527.78,SK0304_3_solo555_42_mono.wav
7576,75,solo,52,8.11,698.93,SK1516_15_solo555_52_mono.wav
6364,63,solo,43,10.66,918.39,SK0304_3_solo555_43_mono.wav
6970,69,solo,26,9.23,795.39,SK0910_9_solo555_26_mono.wav
6970,69,solo,27,8.65,745.01,SK0910_9_solo555_27_mono.wav
7980,80,solo,68,6.91,595.39,SK1920_20_solo555_68_mono.wav
7980,80,solo,69,8.18,704.96,SK1920_20_solo555_69_mono.wav
6162,62,solo,36,12.03,1036.56,SK0102_2_solo555_36_mono.wav
7172,72,solo,66,8.61,741.91,SK1112_12_solo555_66_mono.wav
6566,65,solo,51,6.38,549.83,SK0506_5_solo555_51_mono.wav
7778,77,solo,75,11.46,987.47,SK1718_17_solo555_75_mono.wav
7778,77,solo,74,11.52,992.64,SK1718_17_solo555_74_mono.wav
6162,62,solo,37,9.92,854.74,SK0102_2_solo555_37_mono.wav
6566,65,solo,50,5.06,435.88,SK0506_5_solo555_50_mono.wav
7172,72,solo,67,4.79,412.19,SK1112_12_solo555_67_mono.wav
7374,73,solo,13,4.14,356.8,SK1314_13_solo555_13_mono.wav
6768,67,solo,53,8.63,743.63,SK0708_7_solo555_53_mono.wav
7374,73,solo,12,7.05,607.54,SK1314_13_solo555_12_mono.wav
6768,67,solo,52,6.67,574.63,SK0708_7_solo555_52_mono.wav
6566,66,solo,6,8.56,737.34,SK0506_6_solo555_6_mono.wav
6566,66,solo,7,6.68,575.06,SK0506_6_solo555_7_mono.wav
6970,70,solo,65,8.21,706.93,SK0910_10_solo555_65_mono.wav
7172,72,solo,1,6.1,525.71,SK1112_12_solo555_1_mono.wav
6970,70,solo,64,5.75,495.57,SK0910_10_solo555_64_mono.wav
6364,64,solo,16,9.26,797.98,SK0304_4_solo555_16_mono.wav
6566,65,solo,18,8.52,734.24,SK0506_5_solo555_18_mono.wav
6566,65,solo,19,4.8,413.74,SK0506_5_solo555_19_mono.wav
6364,64,solo,17,8.45,727.95,SK0304_4_solo555_17_mono.wav
7980,80,solo,21,5.82,501.16,SK1920_20_solo555_21_mono.wav
7980,80,solo,20,5.97,514.0,SK1920_20_solo555_20_mono.wav
7374,73,solo,80,7.15,616.06,SK1314_13_solo555_80_mono.wav
7374,73,solo,64,4.39,377.82,SK1314_13_solo555_64_mono.wav
6768,67,solo,24,6.76,582.13,SK0708_7_solo555_24_mono.wav
7576,76,solo,5,9.4,809.61,SK1516_16_solo555_5_mono.wav
7576,76,solo,59,12.52,1078.86,SK1516_16_solo555_59_mono.wav
7374,73,solo,65,7.61,655.26,SK1314_13_solo555_65_mono.wav
6768,67,solo,25,6.56,565.07,SK0708_7_solo555_25_mono.wav
7576,76,solo,4,8.4,723.64,SK1516_16_solo555_4_mono.wav
7576,76,solo,58,9.35,805.64,SK1516_16_solo555_58_mono.wav
7374,74,solo,79,8.99,774.21,SK1314_14_solo555_79_mono.wav
7374,74,solo,78,9.3,800.91,SK1314_14_solo555_78_mono.wav
6970,70,solo,12,9.16,789.02,SK0910_10_solo555_12_mono.wav
7980,79,solo,29,4.96,427.09,SK1920_19_solo555_29_mono.wav
6970,70,solo,13,8.26,711.24,SK0910_10_solo555_13_mono.wav
7980,79,solo,28,6.79,584.88,SK1920_19_solo555_28_mono.wav
6970,69,solo,2,5.66,487.55,SK0910_9_solo555_2_mono.wav
7172,72,solo,58,7.79,671.36,SK1112_12_solo555_58_mono.wav
6364,64,solo,61,7.47,643.37,SK0304_4_solo555_61_mono.wav
6970,69,solo,3,4.38,377.04,SK0910_9_solo555_3_mono.wav
6364,64,solo,60,7.14,615.2,SK0304_4_solo555_60_mono.wav
7172,72,solo,59,7.76,668.78,SK1112_12_solo555_59_mono.wav
7980,80,solo,56,7.14,614.69,SK1920_20_solo555_56_mono.wav
6162,62,solo,2,9.4,810.04,SK0102_2_solo555_2_mono.wav
6970,70,solo,80,10.68,919.77,SK0910_10_solo555_80_mono.wav
7778,78,solo,73,8.69,748.37,SK1718_18_solo555_73_mono.wav
6162,62,solo,3,6.13,527.78,SK0102_2_solo555_3_mono.wav
7980,80,solo,57,7.7,663.61,SK1920_20_solo555_57_mono.wav
7778,78,solo,72,9.6,826.75,SK1718_18_solo555_72_mono.wav
6970,69,solo,18,8.74,752.67,SK0910_9_solo555_18_mono.wav
6970,69,solo,19,6.19,533.55,SK0910_9_solo555_19_mono.wav
7980,79,solo,60,6.05,521.15,SK1920_19_solo555_60_mono.wav
7980,79,solo,61,7.29,628.3,SK1920_19_solo555_61_mono.wav
6162,61,solo,75,8.37,721.15,SK0102_1_solo555_75_mono.wav
6566,66,solo,12,6.99,602.2,SK0506_6_solo555_12_mono.wav
7172,71,solo,25,5.61,483.33,SK1112_11_solo555_25_mono.wav
7374,74,solo,30,7.09,611.07,SK1314_14_solo555_30_mono.wav
7374,74,solo,31,9.79,843.03,SK1314_14_solo555_31_mono.wav
6162,61,solo,74,9.35,805.3,SK0102_1_solo555_74_mono.wav
7172,71,solo,24,6.86,591.0,SK1112_11_solo555_24_mono.wav
6566,66,solo,13,4.31,371.1,SK0506_6_solo555_13_mono.wav
7576,76,solo,10,9.12,785.75,SK1516_16_solo555_10_mono.wav
7576,76,solo,11,9.08,781.87,SK1516_16_solo555_11_mono.wav
6768,68,solo,55,5.65,486.87,SK0708_8_solo555_55_mono.wav
6768,68,solo,54,6.65,573.0,SK0708_8_solo555_54_mono.wav
6364,63,solo,35,5.66,487.38,SK0304_3_solo555_35_mono.wav
7576,75,solo,24,11.43,984.11,SK1516_15_solo555_24_mono.wav
6364,63,solo,34,6.88,592.55,SK0304_3_solo555_34_mono.wav
7576,75,solo,25,5.54,476.86,SK1516_15_solo555_25_mono.wav
6970,69,solo,51,6.54,563.44,SK0910_9_solo555_51_mono.wav
6970,69,solo,50,5.24,451.72,SK0910_9_solo555_50_mono.wav
6364,64,solo,28,6.21,535.01,SK0304_4_solo555_28_mono.wav
6162,62,solo,41,6.32,544.06,SK0102_2_solo555_41_mono.wav
7172,72,solo,11,6.33,545.44,SK1112_12_solo555_11_mono.wav
6566,65,solo,26,8.1,697.29,SK0506_5_solo555_26_mono.wav
6566,66,solo,80,7.05,607.71,SK0506_6_solo555_80_mono.wav
6162,62,solo,40,6.53,562.49,SK0102_2_solo555_40_mono.wav
6566,65,solo,27,8.15,701.94,SK0506_5_solo555_27_mono.wav
7172,72,solo,10,6.32,544.75,SK1112_12_solo555_10_mono.wav
6364,64,solo,29,7.73,666.2,SK0304_4_solo555_29_mono.wav
6970,69,solo,65,7.25,624.08,SK0910_9_solo555_65_mono.wav
6970,69,solo,64,4.74,408.23,SK0910_9_solo555_64_mono.wav
7576,75,solo,10,7.45,642.16,SK1516_15_solo555_10_mono.wav
7576,75,solo,11,7.06,607.88,SK1516_15_solo555_11_mono.wav
7778,77,solo,36,13.94,1201.08,SK1718_17_solo555_36_mono.wav
6566,65,solo,12,6.23,536.91,SK0506_5_solo555_12_mono.wav
7172,72,solo,25,6.58,566.71,SK1112_12_solo555_25_mono.wav
6162,62,solo,75,7.64,657.84,SK0102_2_solo555_75_mono.wav
7172,72,solo,24,7.33,631.57,SK1112_12_solo555_24_mono.wav
6566,65,solo,13,6.94,598.06,SK0506_5_solo555_13_mono.wav
6162,62,solo,74,7.95,684.54,SK0102_2_solo555_74_mono.wav
7778,77,solo,37,13.26,1142.16,SK1718_17_solo555_37_mono.wav
6566,65,solo,80,6.81,586.26,SK0506_5_solo555_80_mono.wav
