dyad,speaker,session,sentence,duration(s),size(K),file_name
0910,9,main75,43,6.45,555.51,d0910_9_main75_43_mono.wav
0102,2,main75,42,5.99,515.72,d0102_2_main75_42_mono.wav
1112,12,main75,62,3.91,337.17,d1112_12_main75_62_mono.wav
0304,4,main75,72,7.18,618.65,d0304_4_main75_72_mono.wav
0506,5,main75,13,3.57,307.62,d0506_5_main75_13_mono.wav
1718,17,main75,77,5.82,501.16,d1718_17_main75_77_mono.wav
1920,20,main75,34,4.18,360.34,d1920_20_main75_34_mono.wav
0102,1,main75,61,6.78,584.28,d0102_1_main75_61_mono.wav
1516,15,main75,33,8.54,736.05,d1516_15_main75_33_mono.wav
1314,14,main75,24,5.24,451.29,d1314_14_main75_24_mono.wav
1718,18,main75,72,5.61,483.68,d1718_18_main75_72_mono.wav
0506,6,main75,30,6.04,520.46,d0506_6_main75_30_mono.wav
1112,11,main75,41,4.46,384.62,d1112_11_main75_41_mono.wav
0910,10,main75,24,5.72,492.29,d0910_10_main75_24_mono.wav
0304,3,main75,59,6.8,585.66,d0304_3_main75_59_mono.wav
0910,9,main75,35,7.89,679.37,d0910_9_main75_35_mono.wav
1516,16,main75,66,4.75,409.0,d1516_16_main75_66_mono.wav
0910,10,main75,6,7.93,683.25,d0910_10_main75_6_mono.wav
1314,13,main75,79,5.27,453.71,d1314_13_main75_79_mono.wav
0102,2,main75,34,4.57,393.32,d0102_2_main75_34_mono.wav
1112,12,main75,14,6.07,522.7,d1112_12_main75_14_mono.wav
0102,1,main75,7,6.47,556.89,d0102_1_main75_7_mono.wav
0304,4,main75,6,7.42,638.98,d0304_4_main75_6_mono.wav
0506,5,main75,65,6.36,547.5,d0506_5_main75_65_mono.wav
0102,1,main75,17,7.78,670.5,d0102_1_main75_17_mono.wav
1920,20,main75,42,4.95,426.4,d1920_20_main75_42_mono.wav
1314,14,main75,52,5.54,477.04,d1314_14_main75_52_mono.wav
1516,15,main75,45,5.97,514.34,d1516_15_main75_45_mono.wav
0506,6,main75,46,5.73,493.93,d0506_6_main75_46_mono.wav
0910,10,main75,52,6.66,574.03,d0910_10_main75_52_mono.wav
1112,11,main75,37,8.22,707.71,d1112_11_main75_37_mono.wav
1718,17,main75,49,7.0,602.89,d1718_17_main75_49_mono.wav
1314,13,main75,31,6.2,534.15,d1314_13_main75_31_mono.wav
1314,14,main75,2,4.85,418.13,d1314_14_main75_2_mono.wav
0304,3,main75,67,4.87,419.42,d0304_3_main75_67_mono.wav
1920,19,main75,37,7.05,607.11,d1920_19_main75_37_mono.wav
1718,17,main75,65,6.36,548.19,d1718_17_main75_65_mono.wav
0304,4,main75,60,6.77,582.9,d0304_4_main75_60_mono.wav
1112,12,main75,70,4.62,397.63,d1112_12_main75_70_mono.wav
0102,2,main75,50,5.59,481.27,d0102_2_main75_50_mono.wav
0910,9,main75,51,5.26,452.93,d0910_9_main75_51_mono.wav
0910,10,main75,36,8.29,713.65,d0910_10_main75_36_mono.wav
1112,11,main75,53,5.82,501.34,d1112_11_main75_53_mono.wav
1718,18,main75,60,5.72,492.38,d1718_18_main75_60_mono.wav
0506,6,main75,22,3.07,264.47,d0506_6_main75_22_mono.wav
1314,14,main75,36,7.33,631.05,d1314_14_main75_36_mono.wav
1516,15,main75,21,4.73,407.79,d1516_15_main75_21_mono.wav
0102,1,main75,73,5.95,512.62,d0102_1_main75_73_mono.wav
1920,20,main75,26,7.53,648.88,d1920_20_main75_26_mono.wav
0506,5,main75,5,4.59,395.48,d0506_5_main75_5_mono.wav
0910,9,main75,19,3.98,343.2,d0910_9_main75_19_mono.wav
1314,13,main75,55,4.32,372.39,d1314_13_main75_55_mono.wav
0102,2,main75,18,8.73,751.98,d0102_2_main75_18_mono.wav
1112,12,main75,38,6.28,541.3,d1112_12_main75_38_mono.wav
0304,4,main75,28,5.4,464.99,d0304_4_main75_28_mono.wav
1920,20,main75,8,5.68,489.36,d1920_20_main75_8_mono.wav
0506,5,main75,49,6.82,587.73,d0506_5_main75_49_mono.wav
1516,15,main75,69,7.0,602.8,d1516_15_main75_69_mono.wav
0506,6,main75,2,5.41,465.59,d0506_6_main75_2_mono.wav
1718,18,main75,28,4.42,380.32,d1718_18_main75_28_mono.wav
1920,19,main75,53,4.5,387.64,d1920_19_main75_53_mono.wav
1314,13,main75,23,7.04,606.42,d1314_13_main75_23_mono.wav
1516,15,main75,9,3.25,280.06,d1516_15_main75_9_mono.wav
1718,18,main75,6,7.87,677.65,d1718_18_main75_6_mono.wav
1920,20,main75,18,6.28,541.04,d1920_20_main75_18_mono.wav
1920,19,main75,25,4.75,409.43,d1920_19_main75_25_mono.wav
0304,3,main75,75,5.36,462.14,d0304_3_main75_75_mono.wav
0304,4,main75,16,5.45,469.64,d0304_4_main75_16_mono.wav
0506,5,main75,77,5.52,475.67,d0506_5_main75_77_mono.wav
1718,17,main75,13,3.53,304.44,d1718_17_main75_13_mono.wav
0102,2,main75,26,8.17,704.01,d0102_2_main75_26_mono.wav
1516,16,main75,74,6.12,526.92,d1516_16_main75_74_mono.wav
0910,9,main75,27,6.46,556.8,d0910_9_main75_27_mono.wav
1112,11,main75,25,6.94,597.54,d1112_11_main75_25_mono.wav
0910,10,main75,40,4.03,347.33,d0910_10_main75_40_mono.wav
1920,19,main75,7,5.5,473.69,d1920_19_main75_7_mono.wav
1718,18,main75,16,5.18,446.55,d1718_18_main75_16_mono.wav
0506,6,main75,54,4.25,366.45,d0506_6_main75_54_mono.wav
1516,15,main75,57,5.95,512.45,d1516_15_main75_57_mono.wav
1314,14,main75,40,4.49,386.43,d1314_14_main75_40_mono.wav
1920,20,main75,50,4.27,367.66,d1920_20_main75_50_mono.wav
0506,6,main75,8,5.44,468.35,d0506_6_main75_8_mono.wav
1920,19,main75,59,6.17,531.31,d1920_19_main75_59_mono.wav
1718,18,main75,22,3.42,294.62,d1718_18_main75_22_mono.wav
0506,6,main75,60,5.72,492.89,d0506_6_main75_60_mono.wav
1112,11,main75,11,6.33,545.61,d1112_11_main75_11_mono.wav
0910,10,main75,74,4.7,404.87,d0910_10_main75_74_mono.wav
0102,2,main75,80,5.39,464.42,d0102_2_main75_80_mono.wav
1920,20,main75,64,4.19,360.68,d1920_20_main75_64_mono.wav
0102,1,main75,31,8.44,727.35,d0102_1_main75_31_mono.wav
1516,15,main75,63,3.75,323.04,d1516_15_main75_63_mono.wav
1314,14,main75,74,4.84,416.84,d1314_14_main75_74_mono.wav
1112,12,main75,32,3.67,316.06,d1112_12_main75_32_mono.wav
0304,4,main75,22,3.79,326.14,d0304_4_main75_22_mono.wav
0506,5,main75,43,7.14,615.12,d0506_5_main75_43_mono.wav
1920,20,main75,2,4.43,381.87,d1920_20_main75_2_mono.wav
1718,17,main75,27,6.68,575.41,d1718_17_main75_27_mono.wav
1516,16,main75,40,6.1,525.45,d1516_16_main75_40_mono.wav
0910,9,main75,13,4.72,406.33,d0910_9_main75_13_mono.wav
0102,2,main75,12,6.6,568.18,d0102_2_main75_12_mono.wav
0102,1,main75,79,7.4,637.51,d0102_1_main75_79_mono.wav
0304,3,main75,41,4.08,351.81,d0304_3_main75_41_mono.wav
1112,11,main75,59,7.23,622.7,d1112_11_main75_59_mono.wav
1920,19,main75,11,5.35,460.94,d1920_19_main75_11_mono.wav
0506,6,main75,28,4.42,380.66,d0506_6_main75_28_mono.wav
1314,13,main75,17,8.24,710.04,d1314_13_main75_17_mono.wav
0910,9,main75,1,4.9,422.09,d0910_9_main75_1_mono.wav
0304,3,main75,37,7.58,653.1,d0304_3_main75_37_mono.wav
1920,19,main75,67,4.77,410.9,d1920_19_main75_67_mono.wav
1314,13,main75,61,5.8,499.87,d1314_13_main75_61_mono.wav
1718,17,main75,19,4.73,407.71,d1718_17_main75_19_mono.wav
0304,3,main75,5,5.25,452.33,d0304_3_main75_5_mono.wav
1718,18,main75,54,4.77,410.64,d1718_18_main75_54_mono.wav
0506,6,main75,16,5.19,447.07,d0506_6_main75_16_mono.wav
1112,11,main75,67,4.78,412.02,d1112_11_main75_67_mono.wav
0102,1,main75,47,5.32,458.01,d0102_1_main75_47_mono.wav
1920,20,main75,12,6.03,519.77,d1920_20_main75_12_mono.wav
1516,16,main75,4,6.13,528.38,d1516_16_main75_4_mono.wav
1516,15,main75,15,5.5,473.86,d1516_15_main75_15_mono.wav
1112,12,main75,44,8.98,773.6,d1112_12_main75_44_mono.wav
1920,20,main75,80,5.34,459.65,d1920_20_main75_80_mono.wav
1718,17,main75,51,5.42,466.54,d1718_17_main75_51_mono.wav
1516,15,main75,3,4.73,407.79,d1516_15_main75_3_mono.wav
0304,4,main75,54,5.38,463.61,d0304_4_main75_54_mono.wav
0506,5,main75,35,4.69,404.18,d0506_5_main75_35_mono.wav
0910,9,main75,65,6.63,571.1,d0910_9_main75_65_mono.wav
1516,16,main75,36,9.13,786.78,d1516_16_main75_36_mono.wav
1314,13,main75,1,4.99,429.67,d1314_13_main75_1_mono.wav
1314,13,main75,29,3.65,314.86,d1314_13_main75_29_mono.wav
0102,2,main75,64,4.14,356.29,d0102_2_main75_64_mono.wav
1314,14,main75,68,5.83,501.94,d1314_14_main75_68_mono.wav
1112,12,main75,8,4.93,424.85,d1112_12_main75_8_mono.wav
1920,20,main75,78,7.92,681.96,d1920_20_main75_78_mono.wav
0304,3,main75,15,5.22,449.4,d0304_3_main75_15_mono.wav
0910,10,main75,68,5.45,469.55,d0910_10_main75_68_mono.wav
1920,19,main75,45,5.74,494.19,d1920_19_main75_45_mono.wav
1314,13,main75,43,5.88,506.16,d1314_13_main75_43_mono.wav
0506,6,main75,34,4.2,362.06,d0506_6_main75_34_mono.wav
1718,18,main75,76,4.19,360.51,d1718_18_main75_76_mono.wav
0910,10,main75,20,5.95,512.45,d0910_10_main75_20_mono.wav
1112,11,main75,45,6.29,541.47,d1112_11_main75_45_mono.wav
1920,20,main75,30,6.23,537.0,d1920_20_main75_30_mono.wav
0102,1,main75,65,8.13,700.39,d0102_1_main75_65_mono.wav
1516,15,main75,37,7.33,631.48,d1516_15_main75_37_mono.wav
1314,14,main75,20,5.27,454.13,d1314_14_main75_20_mono.wav
1112,12,main75,66,4.6,396.43,d1112_12_main75_66_mono.wav
0506,5,main75,17,5.62,484.28,d0506_5_main75_17_mono.wav
0304,4,main75,76,4.97,427.95,d0304_4_main75_76_mono.wav
1718,17,main75,73,4.8,413.57,d1718_17_main75_73_mono.wav
0910,9,main75,47,4.46,383.85,d0910_9_main75_47_mono.wav
1516,16,main75,14,8.18,704.78,d1516_16_main75_14_mono.wav
0102,2,main75,46,7.05,607.02,d0102_2_main75_46_mono.wav
0506,6,main75,42,5.97,514.6,d0506_6_main75_42_mono.wav
1112,11,main75,33,9.07,780.84,d1112_11_main75_33_mono.wav
0910,10,main75,56,8.45,727.69,d0910_10_main75_56_mono.wav
0102,1,main75,13,4.3,370.33,d0102_1_main75_13_mono.wav
1920,20,main75,46,5.48,472.05,d1920_20_main75_46_mono.wav
0102,2,main75,4,7.93,683.25,d0102_2_main75_4_mono.wav
1314,14,main75,56,5.72,492.64,d1314_14_main75_56_mono.wav
1516,15,main75,41,4.24,364.82,d1516_15_main75_41_mono.wav
1112,12,main75,10,4.39,377.74,d1112_12_main75_10_mono.wav
0102,1,main75,3,4.65,400.65,d0102_1_main75_3_mono.wav
0506,5,main75,61,5.79,498.67,d0506_5_main75_61_mono.wav
0304,4,main75,2,5.1,439.23,d0304_4_main75_2_mono.wav
1516,16,main75,62,5.27,453.7,d1516_16_main75_62_mono.wav
0910,9,main75,31,7.06,608.57,d0910_9_main75_31_mono.wav
0910,10,main75,2,6.33,545.52,d0910_10_main75_2_mono.wav
0102,2,main75,30,6.59,567.31,d0102_2_main75_30_mono.wav
0304,3,main75,63,6.63,571.36,d0304_3_main75_63_mono.wav
1920,19,main75,33,7.31,630.02,d1920_19_main75_33_mono.wav
1718,18,main75,48,4.65,400.82,d1718_18_main75_48_mono.wav
0102,2,main75,78,7.75,667.66,d0102_2_main75_78_mono.wav
1314,13,main75,35,4.54,391.26,d1314_13_main75_35_mono.wav
1314,14,main75,6,6.79,584.97,d1314_14_main75_6_mono.wav
0910,9,main75,79,5.87,505.38,d0910_9_main75_79_mono.wav
0506,5,main75,29,4.39,378.17,d0506_5_main75_29_mono.wav
0304,4,main75,48,5.94,511.59,d0304_4_main75_48_mono.wav
1112,12,main75,58,3.62,311.93,d1112_12_main75_58_mono.wav
1718,17,main75,79,7.05,607.11,d1718_17_main75_79_mono.wav
0304,3,main75,57,5.38,463.7,d0304_3_main75_57_mono.wav
1718,17,main75,31,6.6,568.35,d1718_17_main75_31_mono.wav
0506,5,main75,55,5.21,448.71,d0506_5_main75_55_mono.wav
0304,4,main75,34,4.2,361.71,d0304_4_main75_34_mono.wav
1112,12,main75,24,6.58,566.97,d1112_12_main75_24_mono.wav
1112,11,main75,5,5.54,476.88,d1112_11_main75_5_mono.wav
1314,13,main75,49,7.61,655.08,d1314_13_main75_49_mono.wav
1516,16,main75,56,7.18,618.48,d1516_16_main75_56_mono.wav
0910,10,main75,62,4.85,417.7,d0910_10_main75_62_mono.wav
0506,6,main75,76,4.54,391.0,d0506_6_main75_76_mono.wav
1718,18,main75,34,4.48,386.26,d1718_18_main75_34_mono.wav
1314,14,main75,62,5.09,438.29,d1314_14_main75_62_mono.wav
1516,15,main75,75,5.75,495.31,d1516_15_main75_75_mono.wav
0102,1,main75,27,7.28,626.74,d0102_1_main75_27_mono.wav
1112,12,main75,2,4.17,358.87,d1112_12_main75_2_mono.wav
1920,20,main75,72,5.65,486.61,d1920_20_main75_72_mono.wav
0506,5,main75,23,7.51,646.56,d0506_5_main75_23_mono.wav
0304,4,main75,42,5.32,458.1,d0304_4_main75_42_mono.wav
1718,17,main75,47,4.58,394.79,d1718_17_main75_47_mono.wav
1112,12,main75,52,6.76,582.56,d1112_12_main75_52_mono.wav
0102,2,main75,72,7.18,618.65,d0102_2_main75_72_mono.wav
0910,9,main75,73,4.58,394.71,d0910_9_main75_73_mono.wav
1516,16,main75,20,5.88,506.76,d1516_16_main75_20_mono.wav
0910,10,main75,14,4.82,414.86,d0910_10_main75_14_mono.wav
1112,11,main75,71,5.28,455.17,d1112_11_main75_71_mono.wav
0304,3,main75,69,6.61,569.64,d0304_3_main75_69_mono.wav
1718,18,main75,42,4.72,406.16,d1718_18_main75_42_mono.wav
1920,19,main75,39,5.48,472.31,d1920_19_main75_39_mono.wav
1314,14,main75,14,4.52,389.36,d1314_14_main75_14_mono.wav
0102,1,main75,51,6.5,559.82,d0102_1_main75_51_mono.wav
1516,16,main75,68,6.77,582.82,d1516_16_main75_68_mono.wav
0910,10,main75,8,6.1,525.37,d0910_10_main75_8_mono.wav
1314,13,main75,77,5.57,480.06,d1314_13_main75_77_mono.wav
0102,1,main75,9,3.68,317.18,d0102_1_main75_9_mono.wav
1718,17,main75,5,4.83,416.32,d1718_17_main75_5_mono.wav
0304,4,main75,8,5.88,506.68,d0304_4_main75_8_mono.wav
0102,1,main75,19,5.3,456.46,d0102_1_main75_19_mono.wav
0506,6,main75,48,4.74,408.14,d0506_6_main75_48_mono.wav
1920,19,main75,71,4.7,405.04,d1920_19_main75_71_mono.wav
0304,3,main75,21,3.53,304.44,d0304_3_main75_21_mono.wav
1112,11,main75,39,6.03,519.68,d1112_11_main75_39_mono.wav
1314,13,main75,45,4.54,391.09,d1314_13_main75_45_mono.wav
0506,5,main75,59,6.12,527.43,d0506_5_main75_59_mono.wav
0304,4,main75,38,7.38,635.96,d0304_4_main75_38_mono.wav
1112,12,main75,28,4.05,348.79,d1112_12_main75_28_mono.wav
1112,11,main75,9,3.88,334.5,d1112_11_main75_9_mono.wav
1516,15,main75,79,6.63,571.53,d1516_15_main75_79_mono.wav
0304,3,main75,13,4.17,358.87,d0304_3_main75_13_mono.wav
1718,18,main75,38,6.17,531.39,d1718_18_main75_38_mono.wav
1920,19,main75,43,5.52,475.41,d1920_19_main75_43_mono.wav
1112,12,main75,60,4.53,390.57,d1112_12_main75_60_mono.wav
1718,17,main75,75,4.21,363.01,d1718_17_main75_75_mono.wav
0506,5,main75,11,7.53,648.28,d0506_5_main75_11_mono.wav
0304,4,main75,70,4.8,413.48,d0304_4_main75_70_mono.wav
0910,9,main75,41,3.33,287.21,d0910_9_main75_41_mono.wav
1516,16,main75,12,6.77,582.73,d1516_16_main75_12_mono.wav
0102,2,main75,40,4.95,426.31,d0102_2_main75_40_mono.wav
0506,6,main75,32,3.69,317.96,d0506_6_main75_32_mono.wav
1718,18,main75,70,4.43,381.87,d1718_18_main75_70_mono.wav
1516,16,main75,80,5.26,452.71,d1516_16_main75_80_mono.wav
0910,10,main75,26,7.19,618.91,d0910_10_main75_26_mono.wav
1112,11,main75,43,8.19,705.04,d1112_11_main75_43_mono.wav
0102,1,main75,63,4.62,397.63,d0102_1_main75_63_mono.wav
1920,20,main75,36,8.55,736.39,d1920_20_main75_36_mono.wav
1314,14,main75,26,6.59,567.74,d1314_14_main75_26_mono.wav
1516,15,main75,31,8.7,749.14,d1516_15_main75_31_mono.wav
1112,12,main75,16,4.22,363.18,d1112_12_main75_16_mono.wav
1718,17,main75,9,3.35,288.68,d1718_17_main75_9_mono.wav
0506,5,main75,67,5.12,441.3,d0506_5_main75_67_mono.wav
0304,4,main75,4,5.42,466.62,d0304_4_main75_4_mono.wav
0102,1,main75,5,6.09,524.33,d0102_1_main75_5_mono.wav
0910,10,main75,4,5.43,468.0,d0910_10_main75_4_mono.wav
1516,16,main75,64,4.56,392.38,d1516_16_main75_64_mono.wav
0910,9,main75,37,6.21,535.27,d0910_9_main75_37_mono.wav
0102,2,main75,36,9.81,845.35,d0102_2_main75_36_mono.wav
0506,6,main75,44,10.47,902.28,d0506_6_main75_44_mono.wav
1112,11,main75,35,4.72,406.76,d1112_11_main75_35_mono.wav
0910,10,main75,50,4.54,391.35,d0910_10_main75_50_mono.wav
1920,20,main75,40,4.01,345.87,d1920_20_main75_40_mono.wav
0102,1,main75,15,5.03,433.64,d0102_1_main75_15_mono.wav
1516,15,main75,47,6.9,594.36,d1516_15_main75_47_mono.wav
1314,14,main75,50,4.07,350.86,d1314_14_main75_50_mono.wav
0102,2,main75,2,5.12,440.79,d0102_2_main75_2_mono.wav
1314,13,main75,33,6.96,599.18,d1314_13_main75_33_mono.wav
1314,14,main75,18,4.89,420.8,d1314_14_main75_18_mono.wav
0304,3,main75,65,7.4,637.08,d0304_3_main75_65_mono.wav
0910,10,main75,18,5.94,511.93,d0910_10_main75_18_mono.wav
1920,19,main75,35,6.12,527.35,d1920_19_main75_35_mono.wav
0102,1,main75,69,7.28,627.09,d0102_1_main75_69_mono.wav
0506,6,main75,38,5.91,508.92,d0506_6_main75_38_mono.wav
0304,3,main75,51,5.83,502.37,d0304_3_main75_51_mono.wav
1112,11,main75,49,6.4,551.12,d1112_11_main75_49_mono.wav
1516,16,main75,18,7.23,622.96,d1516_16_main75_18_mono.wav
0910,10,main75,64,3.69,317.7,d0910_10_main75_64_mono.wav
0304,3,main75,19,4.83,416.15,d0304_3_main75_19_mono.wav
0506,6,main75,70,3.79,326.31,d0506_6_main75_70_mono.wav
1920,19,main75,49,6.41,552.58,d1920_19_main75_49_mono.wav
1718,18,main75,32,4.18,360.42,d1718_18_main75_32_mono.wav
1516,15,main75,73,5.07,436.39,d1516_15_main75_73_mono.wav
1314,14,main75,64,3.16,272.05,d1314_14_main75_64_mono.wav
1920,20,main75,74,5.27,453.62,d1920_20_main75_74_mono.wav
0102,1,main75,21,3.77,324.59,d0102_1_main75_21_mono.wav
1112,12,main75,4,6.87,591.43,d1112_12_main75_4_mono.wav
0506,5,main75,53,3.95,340.7,d0506_5_main75_53_mono.wav
0304,4,main75,32,3.97,341.9,d0304_4_main75_32_mono.wav
1718,17,main75,37,6.7,576.88,d1718_17_main75_37_mono.wav
1112,12,main75,22,3.12,268.69,d1112_12_main75_22_mono.wav
1112,11,main75,3,4.23,364.73,d1112_11_main75_3_mono.wav
1516,16,main75,50,4.37,376.44,d1516_16_main75_50_mono.wav
0910,10,main75,12,5.21,449.22,d0910_10_main75_12_mono.wav
1112,11,main75,77,8.63,743.46,d1112_11_main75_77_mono.wav
1718,18,main75,44,8.11,699.01,d1718_18_main75_44_mono.wav
1314,14,main75,12,5.44,468.43,d1314_14_main75_12_mono.wav
0102,1,main75,57,6.46,556.89,d0102_1_main75_57_mono.wav
1314,14,main75,80,4.01,345.82,d1314_14_main75_80_mono.wav
1718,17,main75,41,4.18,360.51,d1718_17_main75_41_mono.wav
0506,5,main75,25,4.81,414.0,d0506_5_main75_25_mono.wav
0304,4,main75,44,9.48,816.67,d0304_4_main75_44_mono.wav
1112,12,main75,54,3.8,327.18,d1112_12_main75_54_mono.wav
0102,2,main75,74,6.08,523.99,d0102_2_main75_74_mono.wav
1314,13,main75,39,5.54,477.13,d1314_13_main75_39_mono.wav
0910,10,main75,80,5.46,470.34,d0910_10_main75_80_mono.wav
0910,9,main75,75,3.73,321.49,d0910_9_main75_75_mono.wav
1516,16,main75,26,7.92,682.13,d1516_16_main75_26_mono.wav
0102,2,main75,8,8.18,704.87,d0102_2_main75_8_mono.wav
1920,19,main75,77,6.37,548.54,d1920_19_main75_77_mono.wav
0304,3,main75,27,6.9,594.27,d0304_3_main75_27_mono.wav
1314,13,main75,71,4.57,393.84,d1314_13_main75_71_mono.wav
1718,17,main75,3,3.5,301.68,d1718_17_main75_3_mono.wav
0910,10,main75,30,6.05,521.23,d0910_10_main75_30_mono.wav
1112,11,main75,55,5.5,474.2,d1112_11_main75_55_mono.wav
1718,18,main75,66,3.87,333.12,d1718_18_main75_66_mono.wav
0506,6,main75,24,5.04,434.07,d0506_6_main75_24_mono.wav
1516,15,main75,27,8.06,694.53,d1516_15_main75_27_mono.wav
1314,14,main75,30,4.99,430.02,d1314_14_main75_30_mono.wav
1920,20,main75,20,5.42,466.62,d1920_20_main75_20_mono.wav
0102,1,main75,75,6.01,518.13,d0102_1_main75_75_mono.wav
0304,4,main75,66,4.5,387.73,d0304_4_main75_66_mono.wav
1718,17,main75,63,4.48,386.26,d1718_17_main75_63_mono.wav
1112,12,main75,76,3.92,337.6,d1112_12_main75_76_mono.wav
0102,2,main75,56,7.58,653.19,d0102_2_main75_56_mono.wav
0910,9,main75,57,3.85,331.65,d0910_9_main75_57_mono.wav
1920,20,main75,68,6.4,551.29,d1920_20_main75_68_mono.wav
1314,14,main75,78,5.19,447.24,d1314_14_main75_78_mono.wav
1920,19,main75,55,5.04,433.89,d1920_19_main75_55_mono.wav
0506,6,main75,4,5.02,432.43,d0506_6_main75_4_mono.wav
0910,10,main75,78,7.12,613.14,d0910_10_main75_78_mono.wav
0506,5,main75,3,3.54,304.87,d0506_5_main75_3_mono.wav
1314,13,main75,53,3.7,319.08,d1314_13_main75_53_mono.wav
1516,15,main75,19,5.22,449.31,d1516_15_main75_19_mono.wav
1516,16,main75,8,6.57,565.59,d1516_16_main75_8_mono.wav
1920,19,main75,23,6.7,577.22,d1920_19_main75_23_mono.wav
1718,18,main75,58,5.7,491.26,d1718_18_main75_58_mono.wav
0304,3,main75,73,5.88,506.85,d0304_3_main75_73_mono.wav
0910,9,main75,69,5.78,497.8,d0910_9_main75_69_mono.wav
1314,13,main75,25,4.97,428.21,d1314_13_main75_25_mono.wav
0102,2,main75,68,7.25,624.51,d0102_2_main75_68_mono.wav
1112,12,main75,48,5.02,432.26,d1112_12_main75_48_mono.wav
0304,4,main75,58,5.2,448.19,d0304_4_main75_58_mono.wav
0506,5,main75,39,5.12,441.04,d0506_5_main75_39_mono.wav
1920,19,main75,1,7.01,603.92,d1920_19_main75_1_mono.wav
1112,11,main75,23,7.95,684.8,d1112_11_main75_23_mono.wav
0910,10,main75,46,5.58,480.49,d0910_10_main75_46_mono.wav
1718,18,main75,10,4.53,390.48,d1718_18_main75_10_mono.wav
0506,6,main75,52,6.17,531.57,d0506_6_main75_52_mono.wav
1314,14,main75,46,4.82,415.03,d1314_14_main75_46_mono.wav
1516,15,main75,51,6.12,526.83,d1516_15_main75_51_mono.wav
1920,20,main75,56,7.85,675.84,d1920_20_main75_56_mono.wav
1718,17,main75,15,4.52,389.11,d1718_17_main75_15_mono.wav
0304,4,main75,10,5.3,456.38,d0304_4_main75_10_mono.wav
0506,5,main75,71,5.29,455.51,d0506_5_main75_71_mono.wav
0304,3,main75,9,3.84,330.45,d0304_3_main75_9_mono.wav
0102,2,main75,20,6.87,591.52,d0102_2_main75_20_mono.wav
1516,16,main75,72,6.8,585.75,d1516_16_main75_72_mono.wav
0910,9,main75,21,3.43,295.74,d0910_9_main75_21_mono.wav
1112,12,main75,34,3.88,334.5,d1112_12_main75_34_mono.wav
1718,17,main75,21,3.08,265.68,d1718_17_main75_21_mono.wav
0304,4,main75,24,5.38,463.52,d0304_4_main75_24_mono.wav
1920,20,main75,4,4.95,426.31,d1920_20_main75_4_mono.wav
0506,5,main75,45,4.42,381.09,d0506_5_main75_45_mono.wav
1516,16,main75,46,6.48,558.1,d1516_16_main75_46_mono.wav
0910,9,main75,15,4.52,389.1,d0910_9_main75_15_mono.wav
0506,5,main75,9,3.15,271.79,d0506_5_main75_9_mono.wav
1314,13,main75,59,6.46,556.12,d1314_13_main75_59_mono.wav
0102,2,main75,14,6.33,545.69,d0102_2_main75_14_mono.wav
1718,18,main75,24,5.27,453.62,d1718_18_main75_24_mono.wav
0506,6,main75,66,4.7,405.12,d0506_6_main75_66_mono.wav
1112,11,main75,17,7.55,650.69,d1112_11_main75_17_mono.wav
0910,10,main75,72,6.47,557.15,d0910_10_main75_72_mono.wav
0102,1,main75,37,7.05,607.19,d0102_1_main75_37_mono.wav
1920,20,main75,62,4.62,397.63,d1920_20_main75_62_mono.wav
1314,14,main75,72,5.19,446.99,d1314_14_main75_72_mono.wav
1516,15,main75,65,8.08,696.0,d1516_15_main75_65_mono.wav
1314,13,main75,11,5.06,435.53,d1314_13_main75_11_mono.wav
1718,17,main75,69,6.17,531.05,d1718_17_main75_69_mono.wav
0304,3,main75,47,6.07,522.61,d0304_3_main75_47_mono.wav
1920,19,main75,17,5.95,512.53,d1920_19_main75_17_mono.wav
1314,13,main75,67,5.11,439.75,d1314_13_main75_67_mono.wav
1516,16,main75,78,6.92,595.74,d1516_16_main75_78_mono.wav
0304,3,main75,3,4.07,350.26,d0304_3_main75_3_mono.wav
0910,9,main75,7,5.31,457.67,d0910_9_main75_7_mono.wav
0304,3,main75,31,8.0,688.93,d0304_3_main75_31_mono.wav
1112,11,main75,29,5.45,469.55,d1112_11_main75_29_mono.wav
1920,19,main75,61,5.61,483.51,d1920_19_main75_61_mono.wav
0506,6,main75,58,4.72,406.85,d0506_6_main75_58_mono.wav
1112,12,main75,42,4.1,353.36,d1112_12_main75_42_mono.wav
0304,4,main75,52,6.91,595.65,d0304_4_main75_52_mono.wav
0506,5,main75,33,5.98,515.55,d0506_5_main75_33_mono.wav
1718,17,main75,57,5.65,486.35,d1718_17_main75_57_mono.wav
1516,15,main75,5,5.55,478.17,d1516_15_main75_5_mono.wav
1314,13,main75,7,5.84,502.89,d1314_13_main75_7_mono.wav
0910,9,main75,63,3.4,293.07,d0910_9_main75_63_mono.wav
1516,16,main75,30,9.52,819.77,d1516_16_main75_30_mono.wav
0102,2,main75,62,5.72,492.38,d0102_2_main75_62_mono.wav
1718,18,main75,52,7.0,602.89,d1718_18_main75_52_mono.wav
1920,19,main75,29,4.72,406.5,d1920_19_main75_29_mono.wav
0506,6,main75,10,5.71,491.43,d0506_6_main75_10_mono.wav
1112,11,main75,61,7.74,666.28,d1112_11_main75_61_mono.wav
0304,3,main75,79,7.18,618.65,d0304_3_main75_79_mono.wav
1920,20,main75,14,5.33,459.56,d1920_20_main75_14_mono.wav
